date,time,from,to,duration,cost
2024-11-10,00:01:15,700502894888,700503888445,2.53,0.04
2024-11-10,00:04:40,700506612386,700501318923,1.62,0.02
2024-11-10,00:05:33,700508752744,700505394512,2.58,0.04
2024-11-10,00:05:34,700508445948,700504489258,3.31,0.05
2024-11-10,00:11:14,700502294541,700505336986,2.13,0.03
2024-11-10,00:11:15,700506969614,700508066534,1.81,0.03
2024-11-10,00:12:15,700503332950,700501811487,2.87,0.04
2024-11-10,00:15:24,700501753596,700509641320,2.33,0.03
2024-11-10,00:15:35,700509974367,700509285998,2.53,0.04
2024-11-10,00:16:43,700505686075,700503314001,3.58,0.05
2024-11-10,00:18:18,700505844824,700509784945,1.37,0.02
2024-11-10,00:18:27,700504316865,700504944923,2.28,0.03
2024-11-10,00:22:17,700507711076,700502119574,2.97,0.04
2024-11-10,00:25:28,700507899724,700506368568,1.45,0.02
2024-11-10,00:26:35,700507725480,700502133297,2.12,0.03
2024-11-10,00:26:38,700504835993,700501375061,2.06,0.03
2024-11-10,00:29:51,700507973604,700506183391,1.88,0.03
2024-11-10,00:32:50,700508697911,700509117715,0.82,0.01
2024-11-10,00:36:30,700504914660,700502621730,1.59,0.02
2024-11-10,00:39:35,700505388466,700507225251,1.92,0.03
2024-11-10,00:44:45,700503756252,700506126752,1.09,0.02
2024-11-10,01:05:16,700507642574,700503999826,1.70,0.03
2024-11-10,01:12:36,700506385915,700504275611,2.65,0.04
2024-11-10,01:12:59,700509548524,700505618082,2.06,0.03
2024-11-10,01:14:44,700505796551,700507986584,1.24,0.02
2024-11-10,01:15:02,700501725947,700505911615,1.70,0.03
2024-11-10,01:18:32,700502365367,700501568958,1.77,0.03
2024-11-10,01:20:28,700501775425,700504624469,2.99,0.04
2024-11-10,01:22:02,700508651497,700504607548,2.04,0.03
2024-11-10,01:22:40,700509552313,700505786993,2.85,0.04
2024-11-10,01:23:01,700507299882,700507474691,2.87,0.04
2024-11-10,01:23:04,700506056023,700501159487,1.36,0.02
2024-11-10,01:28:00,700505440837,700502550619,1.57,0.02
2024-11-10,01:32:15,700503196671,700504308906,2.08,0.03
2024-11-10,01:35:54,700506154995,700509101789,2.54,0.04
2024-11-10,01:36:11,700504622589,700507756786,1.88,0.03
2024-11-10,01:38:23,700503689480,700508523084,1.57,0.02
2024-11-10,01:39:27,700509668632,700504977065,2.31,0.03
2024-11-10,01:41:09,700506029601,700507076734,1.17,0.02
2024-11-10,01:44:37,700504256371,700506315257,1.64,0.02
2024-11-10,01:46:25,700503292477,700502725420,1.83,0.03
2024-11-10,01:51:20,700502250326,700504130375,2.65,0.04
2024-11-10,01:53:08,700506914015,700507312441,1.99,0.03
2024-11-10,01:58:18,700504734098,700502747182,1.25,0.02
2024-11-10,01:58:43,700509643786,700507927395,1.88,0.03
2024-11-10,02:00:15,700509697266,700503501254,2.28,0.03
2024-11-10,02:00:45,700507773153,700503347833,3.12,0.05
2024-11-10,02:02:56,700508057951,700508070528,1.59,0.02
2024-11-10,02:08:38,700507270873,700508261566,2.55,0.04
2024-11-10,02:13:01,700503944923,700502335274,1.76,0.03
2024-11-10,02:19:32,700504304595,700505204336,2.36,0.04
2024-11-10,02:19:45,700501798755,700509962633,1.13,0.02
2024-11-10,02:24:20,700501802229,700503936355,1.06,0.02
2024-11-10,02:26:42,700507264990,700503392927,2.39,0.04
2024-11-10,02:28:24,700509636657,700503692771,1.56,0.02
2024-11-10,02:30:27,700509722045,700503933503,1.41,0.02
2024-11-10,02:32:09,700503907086,700507464839,1.49,0.02
2024-11-10,02:35:09,700502685536,700508926777,1.20,0.02
2024-11-10,02:39:12,700508203116,700509170436,1.38,0.02
2024-11-10,02:41:29,700502076086,700501692892,1.61,0.02
2024-11-10,02:43:05,700502523763,700506331116,1.21,0.02
2024-11-10,02:44:12,700501627825,700504697093,2.15,0.03
2024-11-10,02:49:19,700507383565,700506461011,1.47,0.02
2024-11-10,02:51:39,700509166715,700506718059,2.26,0.03
2024-11-10,03:00:31,700506742404,700505365462,1.16,0.02
2024-11-10,03:02:00,700508402461,700501827655,1.70,0.03
