date,time,from,to,duration,cost
2024-11-29,00:05:02,700508142006,700507944458,1.70,0.03
2024-11-29,00:11:54,700508792189,700501295523,1.50,0.02
2024-11-29,00:12:59,700508874041,700504635734,3.01,0.05
2024-11-29,00:15:14,700507657316,700507220307,2.74,0.04
2024-11-29,00:16:32,700506444239,700504853174,1.62,0.02
2024-11-29,00:27:50,700503503506,700502966529,2.78,0.04
2024-11-29,00:29:08,700502962140,700506065161,0.98,0.01
2024-11-29,00:30:57,700508902645,700503519650,1.49,0.02
2024-11-29,00:36:31,700506484267,700507514905,1.71,0.03
2024-11-29,00:37:52,700503171215,700506894364,2.12,0.03
2024-11-29,00:39:04,700502211968,700506725544,1.33,0.02
2024-11-29,00:47:04,700503352037,700501222124,1.24,0.02
2024-11-29,00:56:10,700508262407,700503896155,1.19,0.02
2024-11-29,00:58:44,700503855049,700506792206,1.09,0.02
2024-11-29,01:13:00,700505592859,700506156453,1.66,0.02
2024-11-29,01:15:42,700502593772,700509747443,2.03,0.03
2024-11-29,01:18:29,700504952467,700504284296,1.17,0.02
2024-11-29,01:34:39,700506283600,700503454994,1.36,0.02
2024-11-29,01:43:29,700505661662,700504057239,1.73,0.03
2024-11-29,01:45:57,700501722014,700506506181,0.99,0.01
2024-11-29,01:51:03,700503415561,700506418623,1.88,0.03
2024-11-29,01:58:37,700505807711,700501055308,1.76,0.03
2024-11-29,01:59:34,700503953114,700504598179,2.83,0.04
2024-11-29,02:00:04,700503573453,700503762786,2.55,0.04
2024-11-29,02:07:32,700502282159,700505986567,1.68,0.03
2024-11-29,02:13:44,700506610509,700506892225,1.46,0.02
2024-11-29,02:14:00,700501685019,700501774493,2.66,0.04
2024-11-29,02:20:25,700502684699,700507233156,1.84,0.03
2024-11-29,02:25:58,700504738753,700501619016,2.18,0.03
2024-11-29,02:26:33,700501573239,700506429339,1.77,0.03
2024-11-29,02:30:49,700504865532,700505143415,1.39,0.02
2024-11-29,02:34:59,700501717882,700507395229,2.41,0.04
2024-11-29,02:39:24,700509472863,700505539297,2.17,0.03
2024-11-29,02:53:48,700501171825,700501810808,1.70,0.03
2024-11-29,02:54:12,700504855062,700503941583,1.22,0.02
2024-11-29,02:54:33,700503267864,700504714814,3.41,0.05
2024-11-29,03:03:32,700509548298,700502318175,1.29,0.02
2024-11-29,03:07:59,700507711573,700509029165,1.35,0.02
2024-11-29,03:09:29,700506604480,700504313997,2.26,0.03
2024-11-29,03:10:34,700502131842,700504270468,1.62,0.02
2024-11-29,03:20:19,700506239237,700506350779,1.91,0.03
2024-11-29,03:22:09,700509997211,700507100073,1.80,0.03
2024-11-29,03:22:16,700507206616,700502633885,0.69,0.01
2024-11-29,03:29:37,700509585386,700503116659,1.67,0.03
2024-11-29,03:30:44,700502571169,700503209378,1.22,0.02
2024-11-29,03:32:20,700505975630,700503897899,1.98,0.03
2024-11-29,03:32:54,700508342543,700507174137,2.39,0.04
2024-11-29,03:37:22,700504855367,700506686791,1.03,0.02
2024-11-29,03:44:26,700509229592,700501730678,1.64,0.02
2024-11-29,03:44:46,700508317647,700506304735,1.14,0.02
2024-11-29,03:48:46,700502484590,700502810206,2.60,0.04
2024-11-29,03:50:45,700507633835,700508875756,1.87,0.03
2024-11-29,03:54:29,700506501304,700501152236,1.22,0.02
2024-11-29,03:54:34,700508300075,700502531008,1.41,0.02
2024-11-29,04:07:54,700509011262,700501379578,1.48,0.02
2024-11-29,04:08:50,700508164316,700505924569,2.36,0.04
2024-11-29,04:10:50,700503377363,700509664047,1.77,0.03
2024-11-29,04:36:52,700502930972,700504010170,1.44,0.02
2024-11-29,04:38:23,700504865530,700501981490,1.06,0.02
2024-11-29,04:41:08,700503984872,700509723741,1.24,0.02
2024-11-29,04:42:40,700509000946,700501798566,1.38,0.02
2024-11-29,04:43:09,700504732752,700506054400,1.36,0.02
2024-11-29,04:43:42,700507278598,700507589890,0.90,0.01
2024-11-29,04:43:45,700504780358,700501439337,1.32,0.02
2024-11-29,04:50:37,700509044344,700502277250,0.71,0.01
2024-11-29,04:52:42,700508671564,700505919929,3.12,0.05
2024-11-29,04:53:38,700506302570,700504351301,3.10,0.05
2024-11-29,04:58:46,700508574205,700507916076,0.81,0.01
2024-11-29,05:00:11,700505396998,700506664382,1.24,0.02
2024-11-29,05:03:33,700506545796,700508523583,1.63,0.02
2024-11-29,05:05:58,700507494296,700509146162,2.08,0.03
2024-11-29,05:10:57,700502800637,700508020025,1.65,0.02
2024-11-29,05:14:04,700506550706,700505242492,1.12,0.02
2024-11-29,05:23:38,700507885576,700502043627,2.01,0.03
2024-11-29,05:27:53,700506070048,700509793948,1.36,0.02
2024-11-29,05:27:58,700507214127,700503916637,1.08,0.02
2024-11-29,05:31:26,700508236534,700503987201,1.72,0.03
2024-11-29,05:31:43,700504295046,700505336079,1.96,0.03
2024-11-29,05:35:37,700501460251,700507669758,1.90,0.03
2024-11-29,05:36:15,700501325569,700509053486,1.81,0.03
2024-11-29,05:40:22,700509953905,700502782676,3.00,0.04
2024-11-29,05:40:53,700505122884,700507100867,2.18,0.03
2024-11-29,05:41:30,700501514743,700503500112,1.41,0.02
2024-11-29,05:52:07,700509860928,700507635216,1.15,0.02
2024-11-29,05:53:50,700502468347,700506747354,1.95,0.03
2024-11-29,05:58:04,700504184570,700502586256,2.85,0.04
2024-11-29,06:01:58,700501821531,700507328909,2.67,0.04
2024-11-29,06:03:40,700501445627,700502828494,1.26,0.02
2024-11-29,06:10:10,700507537786,700505907638,1.21,0.02
2024-11-29,06:29:45,700503946724,700508194895,1.71,0.03
2024-11-29,06:35:07,700506961223,700502240955,2.28,0.03
2024-11-29,06:37:05,700503136698,700504370067,1.64,0.02
2024-11-29,06:40:29,700509302893,700508182327,2.00,0.03
2024-11-29,06:42:43,700506469695,700508712740,1.79,0.03
2024-11-29,06:47:41,700505589510,700508377441,1.54,0.02
2024-11-29,06:48:11,700501436589,700506917215,2.09,0.03
2024-11-29,06:54:39,700507542195,700506491682,2.49,0.04
2024-11-29,06:55:47,700509788365,700505612418,1.14,0.02
2024-11-29,07:01:06,700501002710,700503118805,1.29,0.02
2024-11-29,07:05:50,700507258935,700509930081,3.06,0.05
2024-11-29,07:06:10,700502322480,700507262875,1.04,0.02
2024-11-29,07:06:36,700506613674,700501197379,2.12,0.03
2024-11-29,07:11:55,700508969651,700509578321,1.24,0.02
2024-11-29,07:14:07,700503951902,700506401730,1.18,0.02
2024-11-29,07:24:38,700507054094,700503534602,1.31,0.02
2024-11-29,07:30:14,700508183835,700509650299,1.36,0.02
2024-11-29,07:36:57,700506115925,700509690842,1.70,0.03
2024-11-29,07:37:50,700502271634,700507462707,2.43,0.04
2024-11-29,07:48:12,700506010085,700508125429,1.11,0.02
2024-11-29,07:53:13,700503764033,700502426683,1.21,0.02
2024-11-29,07:54:05,700502116806,700502303246,0.99,0.01
2024-11-29,07:56:41,700509063622,700509055330,1.33,0.02
2024-11-29,07:56:56,700508240619,700505671191,3.49,0.05
2024-11-29,08:05:35,700506029845,700502168075,1.39,0.02
2024-11-29,08:08:07,700502212144,700506738032,1.35,0.02
2024-11-29,08:08:51,700509077643,700504988435,3.56,0.05
2024-11-29,08:15:13,700508279896,700507865751,1.47,0.02
2024-11-29,08:15:57,700506236787,700509097223,1.21,0.02
2024-11-29,08:22:55,700504038255,700506081684,1.91,0.03
2024-11-29,08:23:39,700506178976,700505817743,1.34,0.02
2024-11-29,08:30:45,700507814120,700508300338,0.98,0.01
2024-11-29,08:33:12,700503852634,700501064800,2.19,0.03
2024-11-29,08:39:20,700506566720,700507572255,2.94,0.04
2024-11-29,08:48:49,700503871021,700502049211,1.30,0.02
2024-11-29,08:51:13,700507990729,700502403166,1.95,0.03
2024-11-29,08:58:40,700502735839,700501275167,2.09,0.03
2024-11-29,09:07:16,700501435495,700505597431,3.45,0.05
2024-11-29,09:12:57,700506553771,700505947323,3.29,0.05
2024-11-29,09:22:34,700507651320,700507223230,2.02,0.03
2024-11-29,09:25:06,700505534644,700507982621,1.93,0.03
2024-11-29,09:32:06,700503717489,700503519942,1.52,0.02
2024-11-29,09:36:17,700508054781,700502582563,1.25,0.02
2024-11-29,09:37:58,700505744434,700505370724,1.42,0.02
2024-11-29,09:40:28,700508693889,700509433560,1.64,0.02
2024-11-29,09:43:17,700501351179,700503051200,1.10,0.02
2024-11-29,09:43:47,700505123462,700508716092,2.22,0.03
2024-11-29,09:44:07,700505590579,700508046829,2.55,0.04
2024-11-29,09:45:11,700504954852,700504244991,2.72,0.04
2024-11-29,09:45:59,700505564324,700506092726,2.46,0.04
2024-11-29,09:46:36,700509078555,700509279544,1.63,0.02
2024-11-29,09:46:46,700501479584,700506364780,1.64,0.02
2024-11-29,09:52:56,700509679898,700505194675,1.47,0.02
2024-11-29,10:01:26,700506927432,700505706314,1.82,0.03
2024-11-29,10:03:21,700501804097,700507519656,2.08,0.03
2024-11-29,10:16:45,700503419377,700509919548,1.21,0.02
2024-11-29,10:17:30,700509948496,700506316406,1.29,0.02
2024-11-29,10:20:21,700508448343,700503868625,1.63,0.02
2024-11-29,10:27:04,700502530466,700503001508,3.32,0.05
2024-11-29,10:33:57,700504049212,700502359771,1.52,0.02
2024-11-29,10:38:08,700504730978,700501788194,1.90,0.03
2024-11-29,10:41:41,700503455764,700504688409,2.14,0.03
2024-11-29,10:50:37,700509385220,700508028357,0.87,0.01
2024-11-29,10:51:45,700508951384,700505424925,1.58,0.02
2024-11-29,10:54:16,700509225981,700502072601,1.70,0.03
2024-11-29,11:00:45,700505027855,700504360144,1.89,0.03
2024-11-29,11:02:09,700507538045,700503625898,1.75,0.03
2024-11-29,11:02:52,700506901518,700505153156,1.35,0.02
2024-11-29,11:04:17,700502408273,700508170045,1.26,0.02
2024-11-29,11:06:02,700508605878,700501411999,1.62,0.02
2024-11-29,11:06:37,700505180789,700507407775,1.37,0.02
2024-11-29,11:06:54,700501019216,700502870305,1.41,0.02
2024-11-29,11:09:11,700504086391,700508519808,1.16,0.02
2024-11-29,11:14:25,700503025061,700506007176,1.15,0.02
2024-11-29,11:21:15,700508748466,700505909777,2.22,0.03
2024-11-29,11:25:24,700507678336,700504301547,1.10,0.02
2024-11-29,11:29:24,700506580860,700508360709,1.47,0.02
2024-11-29,11:29:54,700509259670,700504257953,1.61,0.02
2024-11-29,11:42:20,700505687292,700505648395,1.09,0.02
2024-11-29,11:59:38,700506275501,700509237933,2.30,0.03
2024-11-29,12:00:36,700507951339,700502763814,1.94,0.03
2024-11-29,12:12:13,700509110157,700507646481,2.07,0.03
2024-11-29,12:16:00,700502502135,700502801034,1.48,0.02
2024-11-29,12:17:10,700501606794,700507775648,1.52,0.02
2024-11-29,12:22:41,700504703479,700504215405,2.04,0.03
2024-11-29,12:24:55,700501074948,700505082367,1.91,0.03
2024-11-29,12:26:39,700508686217,700506455653,1.78,0.03
2024-11-29,12:28:14,700504256486,700507596189,1.36,0.02
2024-11-29,12:39:08,700505617236,700507243807,1.17,0.02
2024-11-29,12:45:34,700505724644,700505879905,1.99,0.03
2024-11-29,12:48:54,700508345072,700505085982,1.69,0.03
2024-11-29,12:51:23,700505329861,700501585543,0.98,0.01
2024-11-29,13:00:47,700504686263,700509686195,1.38,0.02
2024-11-29,13:01:21,700508342243,700501551459,1.44,0.02
2024-11-29,13:02:00,700505027194,700502731611,2.10,0.03
2024-11-29,13:06:08,700505471737,700506673211,1.33,0.02
2024-11-29,13:08:27,700507655651,700505774650,1.83,0.03
2024-11-29,13:14:03,700508236216,700507893866,1.98,0.03
2024-11-29,13:17:35,700507948765,700507721552,1.24,0.02
2024-11-29,13:20:09,700501049993,700505726730,2.13,0.03
2024-11-29,13:23:48,700509188680,700503643621,0.65,0.01
2024-11-29,13:26:44,700503106103,700503776234,0.84,0.01
2024-11-29,13:26:52,700505893934,700505662529,2.25,0.03
2024-11-29,13:29:00,700504429941,700501996602,1.78,0.03
2024-11-29,13:37:11,700501672857,700503612575,1.55,0.02
2024-11-29,13:49:17,700508738430,700504549166,1.51,0.02
2024-11-29,13:52:08,700503199622,700505204596,1.72,0.03
2024-11-29,14:05:30,700504594427,700505617375,2.83,0.04
2024-11-29,14:05:35,700507095868,700504524107,1.30,0.02
2024-11-29,14:13:39,700503903217,700506824201,2.44,0.04
2024-11-29,14:16:57,700508219766,700507352392,1.40,0.02
2024-11-29,14:21:24,700503599617,700506247981,2.69,0.04
2024-11-29,14:27:48,700503510098,700509434786,2.32,0.03
2024-11-29,14:29:05,700502509819,700505085250,2.44,0.04
2024-11-29,14:30:29,700504090125,700505060313,1.73,0.03
2024-11-29,14:34:34,700504462541,700503750780,1.65,0.02
2024-11-29,14:35:07,700502271369,700504533050,3.88,0.06
2024-11-29,14:44:13,700503984397,700505181188,2.55,0.04
2024-11-29,14:44:17,700501244760,700503475473,2.73,0.04
2024-11-29,14:45:31,700503191574,700507337426,3.44,0.05
2024-11-29,14:50:55,700505846496,700508058253,2.05,0.03
2024-11-29,14:58:40,700502989562,700504098543,2.17,0.03
2024-11-29,15:01:33,700503454400,700501353960,2.80,0.04
2024-11-29,15:07:31,700506628059,700506964830,1.94,0.03
2024-11-29,15:12:28,700505228619,700503124267,2.10,0.03
2024-11-29,15:14:34,700507864121,700506108348,1.85,0.03
2024-11-29,15:29:07,700504172903,700503251074,2.44,0.04
2024-11-29,15:34:11,700506432829,700502038421,3.34,0.05
2024-11-29,15:35:25,700501760584,700503046013,1.70,0.03
2024-11-29,15:39:40,700504889679,700504565629,2.39,0.04
2024-11-29,15:48:13,700504874195,700508822007,2.38,0.04
2024-11-29,15:56:54,700501514979,700508340320,1.85,0.03
2024-11-29,15:58:32,700505872507,700505293896,1.16,0.02
2024-11-29,15:59:55,700506748429,700501115764,1.89,0.03
2024-11-29,16:00:08,700501485156,700501470328,1.52,0.02
2024-11-29,16:05:06,700504157625,700503365147,1.25,0.02
2024-11-29,16:08:14,700507226176,700507966115,1.36,0.02
2024-11-29,16:10:06,700508197582,700502178267,1.32,0.02
2024-11-29,16:14:29,700507767258,700507886450,0.82,0.01
2024-11-29,16:16:27,700505211109,700509682825,1.47,0.02
2024-11-29,16:24:57,700502704304,700502324297,2.05,0.03
2024-11-29,16:37:30,700503989019,700501474655,2.02,0.03
2024-11-29,16:40:52,700502554401,700506509198,1.86,0.03
2024-11-29,16:41:14,700508695747,700505064139,3.31,0.05
2024-11-29,16:42:11,700508063875,700507489179,1.12,0.02
2024-11-29,16:42:51,700502635227,700508914448,1.71,0.03
2024-11-29,16:43:58,700508207276,700509760400,1.01,0.02
2024-11-29,16:44:09,700509215088,700502670961,1.26,0.02
2024-11-29,16:45:46,700509843644,700503835658,1.24,0.02
2024-11-29,16:47:02,700506966868,700503899389,1.25,0.02
2024-11-29,16:49:14,700509272902,700505954227,1.28,0.02
2024-11-29,16:58:32,700508441751,700505138475,1.24,0.02
2024-11-29,17:07:16,700509907763,700506630343,0.92,0.01
2024-11-29,17:08:02,700502352924,700505378086,1.66,0.02
2024-11-29,17:17:39,700509470671,700501674526,2.46,0.04
2024-11-29,17:18:15,700506624474,700501025804,1.62,0.02
2024-11-29,17:18:15,700509560038,700506806874,1.95,0.03
2024-11-29,17:20:38,700507809188,700506294648,2.27,0.03
2024-11-29,17:22:31,700503551953,700501745317,1.89,0.03
2024-11-29,17:25:58,700508701973,700505165195,1.35,0.02
2024-11-29,17:31:58,700501507003,700507119109,1.62,0.02
