date,time,from,to,duration,cost
2024-12-01,00:01:59,700503702936,700507656809,1.54,0.02
2024-12-01,00:02:02,700504446665,700503934482,1.41,0.02
2024-12-01,00:06:54,700502867809,700509840767,1.08,0.02
2024-12-01,00:07:40,700508717067,700503664898,2.64,0.04
2024-12-01,00:09:41,700506550572,700508104415,2.78,0.04
2024-12-01,00:11:05,700508427755,700505472857,3.34,0.05
2024-12-01,00:28:22,700506577303,700506187331,1.97,0.03
2024-12-01,00:33:35,700509505600,700502088685,2.12,0.03
2024-12-01,00:41:20,700502483847,700501418447,1.62,0.02
2024-12-01,00:45:33,700501303264,700501392815,1.07,0.02
2024-12-01,00:54:08,700501430492,700504258636,1.39,0.02
2024-12-01,00:58:51,700507246430,700506571859,0.88,0.01
2024-12-01,01:08:02,700501373572,700506480035,1.29,0.02
2024-12-01,01:09:18,700508972340,700509133793,1.26,0.02
2024-12-01,01:13:41,700508140410,700509626875,1.21,0.02
2024-12-01,01:19:45,700501683126,700502691924,1.75,0.03
2024-12-01,01:20:54,700504261460,700508157616,1.75,0.03
2024-12-01,01:23:04,700505292999,700506725734,2.81,0.04
2024-12-01,01:27:37,700503789183,700504416815,1.40,0.02
2024-12-01,01:28:27,700506320812,700508468418,2.46,0.04
2024-12-01,01:33:14,700501107633,700507744538,1.63,0.02
2024-12-01,01:39:58,700505863083,700506651603,2.10,0.03
2024-12-01,01:46:43,700507563400,700501132932,1.76,0.03
2024-12-01,01:49:25,700504269273,700503092454,2.75,0.04
2024-12-01,02:16:47,700505287828,700508445333,2.02,0.03
2024-12-01,02:19:36,700509650601,700503651686,2.54,0.04
2024-12-01,02:21:34,700503790544,700509022791,2.17,0.03
2024-12-01,02:30:21,700503286018,700509400963,2.33,0.03
2024-12-01,02:31:29,700506088331,700502318722,2.09,0.03
2024-12-01,02:31:33,700509369218,700507030084,1.68,0.03
2024-12-01,02:38:02,700507174566,700504453787,1.16,0.02
2024-12-01,02:40:37,700501674966,700504898289,1.09,0.02
2024-12-01,02:54:23,700504539704,700502794573,2.22,0.03
2024-12-01,02:57:23,700509682059,700504307242,1.10,0.02
2024-12-01,03:06:11,700505484308,700507952870,1.87,0.03
2024-12-01,03:10:42,700507383379,700507798195,1.27,0.02
2024-12-01,03:18:32,700509026746,700505506919,2.40,0.04
2024-12-01,03:26:46,700508158976,700507963139,2.15,0.03
2024-12-01,03:33:07,700506195786,700502545111,2.25,0.03
2024-12-01,03:34:03,700504146623,700505965470,1.56,0.02
2024-12-01,03:34:58,700506761175,700507059399,1.73,0.03
2024-12-01,03:36:34,700506186585,700502773067,1.34,0.02
2024-12-01,03:36:58,700509761278,700508495337,1.41,0.02
2024-12-01,03:40:46,700501903159,700508927535,1.34,0.02
2024-12-01,03:45:21,700506124882,700507746591,1.35,0.02
2024-12-01,03:49:11,700501026339,700509757699,2.40,0.04
