date,time,from,to,duration,cost
2024-11-26,00:11:25,700507602599,700509674624,2.11,0.03
2024-11-26,00:19:35,700501298123,700507041272,1.70,0.03
2024-11-26,00:26:53,700507524006,700507619599,1.01,0.02
2024-11-26,00:30:12,700502242733,700503205724,1.22,0.02
2024-11-26,00:35:09,700502918173,700507308320,1.51,0.02
2024-11-26,00:51:34,700507994366,700509302101,1.87,0.03
2024-11-26,00:52:17,700508819602,700507606176,0.96,0.01
2024-11-26,00:57:44,700503953167,700509485139,2.55,0.04
2024-11-26,01:01:03,700505728721,700509317784,0.98,0.01
2024-11-26,01:15:52,700504941128,700503091246,2.39,0.04
2024-11-26,01:17:33,700509790895,700504856186,1.64,0.02
2024-11-26,01:18:14,700507046622,700501023345,1.22,0.02
2024-11-26,01:27:11,700501306506,700502831430,2.00,0.03
2024-11-26,01:54:51,700507902815,700502022188,0.91,0.01
2024-11-26,02:02:33,700505754164,700509427243,1.22,0.02
2024-11-26,02:18:47,700503838474,700504552643,1.62,0.02
2024-11-26,02:35:24,700507576189,700503546860,2.14,0.03
2024-11-26,02:38:15,700504121111,700501298514,2.78,0.04
2024-11-26,02:47:52,700506623173,700502190234,1.07,0.02
2024-11-26,03:04:13,700504590894,700507826190,2.22,0.03
2024-11-26,03:06:13,700504011848,700508075949,0.89,0.01
2024-11-26,03:06:59,700507162405,700501672889,2.21,0.03
2024-11-26,03:10:05,700506790003,700501670279,1.30,0.02
2024-11-26,03:10:49,700501693114,700501171330,2.75,0.04
2024-11-26,03:12:04,700501225607,700505281138,1.88,0.03
2024-11-26,03:12:50,700508869383,700507873423,1.64,0.02
2024-11-26,03:20:43,700504303730,700501470630,1.84,0.03
2024-11-26,03:20:48,700506358082,700504297056,1.39,0.02
2024-11-26,03:31:20,700502239189,700507008739,1.13,0.02
2024-11-26,03:48:01,700503452008,700507172047,1.14,0.02
2024-11-26,03:48:18,700507055920,700507035720,2.52,0.04
2024-11-26,03:48:53,700504337644,700506382867,1.26,0.02
2024-11-26,03:57:35,700504823227,700507138289,1.52,0.02
2024-11-26,04:09:59,700505704218,700507059597,1.60,0.02
2024-11-26,04:12:05,700507924430,700501629195,2.67,0.04
2024-11-26,04:14:31,700503437307,700507933819,1.96,0.03
2024-11-26,04:20:16,700509298527,700502101306,1.72,0.03
2024-11-26,04:22:10,700501397091,700502414077,1.24,0.02
2024-11-26,04:27:45,700504318436,700505903474,1.17,0.02
2024-11-26,04:28:39,700507667887,700503677242,1.08,0.02
2024-11-26,04:32:03,700509014943,700501425221,1.08,0.02
2024-11-26,04:35:38,700508586544,700506509725,1.06,0.02
2024-11-26,04:35:44,700506478631,700503869739,2.28,0.03
2024-11-26,04:39:30,700508155480,700506138553,2.77,0.04
2024-11-26,04:51:14,700501244568,700505537563,0.82,0.01
2024-11-26,04:59:20,700507449109,700502402497,3.25,0.05
2024-11-26,05:01:28,700506737535,700503001002,2.78,0.04
2024-11-26,05:02:22,700509108955,700504778307,1.32,0.02
2024-11-26,05:05:53,700502258773,700504747617,1.31,0.02
2024-11-26,05:26:10,700508473777,700505910573,1.81,0.03
2024-11-26,05:29:53,700505675560,700502689115,1.64,0.02
2024-11-26,05:30:30,700507034741,700501513229,1.05,0.02
2024-11-26,05:35:04,700508422869,700503446841,1.56,0.02
2024-11-26,05:41:25,700502273444,700503625349,2.07,0.03
2024-11-26,05:41:39,700503431904,700503467245,1.39,0.02
2024-11-26,05:47:00,700504278784,700506216847,0.97,0.01
2024-11-26,05:50:56,700507048697,700504720783,1.12,0.02
2024-11-26,05:51:55,700505308215,700508010984,1.69,0.03
2024-11-26,06:01:20,700509897434,700505269572,2.09,0.03
2024-11-26,06:06:04,700505028691,700508084760,1.72,0.03
2024-11-26,06:10:31,700506972092,700504350804,2.18,0.03
2024-11-26,06:20:31,700503909607,700506275826,1.55,0.02
2024-11-26,06:30:09,700507833061,700504636100,1.53,0.02
2024-11-26,06:32:36,700505007764,700502156416,2.22,0.03
2024-11-26,06:42:38,700504788960,700507641766,1.62,0.02
2024-11-26,06:52:45,700501342884,700501122790,1.27,0.02
2024-11-26,07:00:06,700506324638,700509293884,2.51,0.04
2024-11-26,07:00:35,700505917494,700503382425,3.22,0.05
2024-11-26,07:01:26,700507340456,700509828569,1.13,0.02
2024-11-26,07:04:46,700509498125,700502918809,2.68,0.04
2024-11-26,07:08:56,700501180710,700501219858,1.30,0.02
2024-11-26,07:09:38,700503281088,700509989474,1.00,0.01
2024-11-26,07:12:51,700507896060,700507434958,0.96,0.01
2024-11-26,07:22:13,700508660003,700504031429,1.32,0.02
2024-11-26,07:31:53,700501564433,700505259362,1.41,0.02
2024-11-26,07:39:40,700504975447,700501787885,2.14,0.03
2024-11-26,07:42:07,700506998867,700503928236,1.47,0.02
2024-11-26,07:54:07,700504783867,700506375923,1.51,0.02
2024-11-26,07:57:33,700505473323,700505585220,1.81,0.03
2024-11-26,08:00:46,700504374856,700506785760,1.57,0.02
2024-11-26,08:01:02,700502311148,700502670468,1.10,0.02
2024-11-26,08:04:00,700504042326,700505740140,2.59,0.04
2024-11-26,08:04:00,700507943137,700505125368,1.24,0.02
2024-11-26,08:04:12,700508865963,700503501763,1.49,0.02
2024-11-26,08:04:53,700502502900,700502140508,2.01,0.03
2024-11-26,08:09:49,700501319627,700509680749,2.96,0.04
2024-11-26,08:13:30,700504436230,700507874870,2.99,0.04
2024-11-26,08:18:01,700502268396,700503367819,1.67,0.03
2024-11-26,08:32:05,700505260530,700505137214,1.17,0.02
2024-11-26,08:38:46,700506832157,700504850093,1.10,0.02
