date,time,from,to,duration,cost
2024-11-23,00:04:08,700508761169,700508196083,3.10,0.05
2024-11-23,00:05:48,700503986335,700505549814,1.11,0.02
2024-11-23,00:07:02,700505745869,700507463331,1.63,0.02
2024-11-23,00:10:55,700504865892,700505956194,2.23,0.03
2024-11-23,00:17:14,700507604930,700506001789,2.00,0.03
2024-11-23,00:25:33,700501779180,700509906817,1.35,0.02
2024-11-23,00:27:18,700502664505,700503344878,1.12,0.02
2024-11-23,00:35:03,700509882614,700502727374,1.48,0.02
2024-11-23,00:36:44,700505131581,700507773957,1.08,0.02
2024-11-23,00:40:57,700501232465,700507719167,1.78,0.03
2024-11-23,00:44:14,700508162391,700506575178,1.26,0.02
2024-11-23,00:45:07,700501647365,700501000189,2.31,0.03
2024-11-23,00:55:23,700504586455,700506807106,1.80,0.03
2024-11-23,01:00:13,700501859441,700504741198,1.72,0.03
2024-11-23,01:09:40,700506114380,700509262988,0.91,0.01
2024-11-23,01:13:30,700508445498,700508147077,1.05,0.02
2024-11-23,01:19:00,700506404948,700507353485,1.64,0.02
2024-11-23,01:19:17,700509128155,700506469167,2.61,0.04
2024-11-23,01:19:23,700501388319,700502406465,2.28,0.03
2024-11-23,01:19:58,700507534782,700509116902,1.66,0.02
2024-11-23,01:22:00,700501760771,700508271567,1.88,0.03
2024-11-23,01:26:49,700505386769,700506510191,1.78,0.03
2024-11-23,01:29:06,700502755718,700508371899,0.94,0.01
2024-11-23,01:44:10,700507480794,700506170987,2.07,0.03
2024-11-23,01:45:32,700501690501,700501482693,0.66,0.01
2024-11-23,01:46:15,700507443858,700505714748,1.32,0.02
2024-11-23,01:47:06,700502127429,700506844637,1.76,0.03
2024-11-23,01:47:10,700505182929,700505309542,3.61,0.05
2024-11-23,01:47:32,700506699368,700502681606,2.36,0.04
2024-11-23,01:51:05,700508316171,700505999648,2.57,0.04
2024-11-23,01:51:14,700503122224,700506653838,2.87,0.04
2024-11-23,01:52:02,700501046757,700503384130,1.15,0.02
2024-11-23,01:55:30,700505951663,700502097457,1.52,0.02
2024-11-23,02:14:33,700507738587,700508795866,1.37,0.02
2024-11-23,02:15:51,700501885979,700506686071,0.89,0.01
2024-11-23,02:17:45,700502075631,700501995156,2.40,0.04
2024-11-23,02:19:35,700508826223,700507748296,1.12,0.02
2024-11-23,02:30:37,700506246332,700506117204,2.07,0.03
2024-11-23,02:35:12,700503997523,700504173872,2.36,0.04
2024-11-23,02:35:54,700509136958,700502456555,1.54,0.02
2024-11-23,02:37:12,700503701882,700505723807,1.32,0.02
2024-11-23,02:46:37,700505391490,700504802790,2.50,0.04
2024-11-23,02:50:54,700504057102,700503219955,1.72,0.03
2024-11-23,03:02:04,700504736385,700502228413,1.08,0.02
2024-11-23,03:07:50,700507610852,700504309425,1.36,0.02
2024-11-23,03:09:17,700505884462,700506291285,1.25,0.02
2024-11-23,03:11:15,700504482094,700503642119,1.33,0.02
2024-11-23,03:16:52,700501525801,700502342766,2.15,0.03
2024-11-23,03:17:13,700503596865,700509823891,1.23,0.02
2024-11-23,03:20:59,700507498442,700501032584,1.36,0.02
2024-11-23,03:21:58,700501076627,700506234583,1.22,0.02
2024-11-23,03:33:51,700507039313,700508032547,2.24,0.03
2024-11-23,03:34:40,700505369694,700503206755,1.33,0.02
2024-11-23,03:59:03,700509939494,700509396174,1.44,0.02
2024-11-23,03:59:09,700507562232,700509460167,2.36,0.04
2024-11-23,04:05:05,700503188509,700508967861,1.83,0.03
2024-11-23,04:14:45,700507926097,700506761936,1.48,0.02
2024-11-23,04:25:41,700507486783,700509024365,1.80,0.03
2024-11-23,04:31:38,700504111466,700505110625,2.00,0.03
2024-11-23,04:42:08,700507289156,700505144359,1.50,0.02
2024-11-23,04:42:09,700502044650,700503940455,1.58,0.02
2024-11-23,04:47:03,700502871345,700506783277,1.08,0.02
2024-11-23,04:55:26,700504643842,700505236412,1.46,0.02
2024-11-23,04:56:52,700504008644,700509443081,2.30,0.03
2024-11-23,04:56:57,700503833642,700501048507,1.44,0.02
2024-11-23,05:09:46,700505011723,700504446868,2.38,0.04
2024-11-23,05:15:16,700504265322,700506475752,1.89,0.03
2024-11-23,05:26:20,700507557592,700501296415,2.01,0.03
