date,time,from,to,duration,cost
2024-11-25,00:17:57,700509416878,700508901203,4.07,0.06
2024-11-25,00:19:32,700507007235,700503457823,1.07,0.02
2024-11-25,00:22:40,700502808017,700502044697,1.91,0.03
2024-11-25,00:27:22,700509493305,700504966963,1.33,0.02
2024-11-25,00:33:32,700506708117,700503250738,1.33,0.02
2024-11-25,00:41:59,700504644126,700503240750,2.18,0.03
2024-11-25,00:54:04,700503462952,700505320265,1.29,0.02
2024-11-25,01:03:10,700505308059,700509057713,1.49,0.02
2024-11-25,01:05:07,700502558524,700506795937,0.96,0.01
2024-11-25,01:07:09,700503555910,700508712454,1.77,0.03
2024-11-25,01:08:43,700506649578,700504476588,1.82,0.03
2024-11-25,01:09:18,700508113555,700503941606,1.57,0.02
2024-11-25,01:11:03,700507802201,700503005955,1.90,0.03
2024-11-25,01:18:22,700507508082,700508019701,1.84,0.03
2024-11-25,01:22:19,700509660061,700507714800,1.19,0.02
2024-11-25,01:30:39,700506347836,700503431068,2.38,0.04
2024-11-25,01:35:01,700508287952,700501659003,1.49,0.02
2024-11-25,01:44:55,700506958324,700508016730,1.50,0.02
2024-11-25,01:45:01,700508461633,700508469933,1.10,0.02
2024-11-25,01:50:39,700503504798,700508541305,0.76,0.01
2024-11-25,01:54:38,700507117781,700506482643,1.64,0.02
2024-11-25,01:55:47,700503379779,700505393573,0.98,0.01
2024-11-25,01:56:10,700507060571,700505621137,1.04,0.02
2024-11-25,02:04:07,700508400194,700509420335,1.03,0.02
2024-11-25,02:19:36,700502943301,700507245380,2.12,0.03
2024-11-25,02:19:41,700503853431,700503276995,4.11,0.06
2024-11-25,02:31:20,700502634985,700504239456,1.97,0.03
2024-11-25,02:33:00,700508934424,700504627647,1.78,0.03
2024-11-25,02:33:15,700503500355,700504678741,1.16,0.02
2024-11-25,02:35:19,700502127393,700507300611,2.63,0.04
2024-11-25,02:43:29,700506758588,700504220406,2.05,0.03
2024-11-25,02:54:29,700505037867,700501214946,2.28,0.03
2024-11-25,03:03:22,700509110450,700503568563,2.54,0.04
2024-11-25,03:16:29,700506425388,700503430204,1.69,0.03
2024-11-25,03:22:20,700505088655,700501545800,2.33,0.03
2024-11-25,03:24:06,700507188427,700502051991,1.78,0.03
2024-11-25,03:26:23,700503806244,700506934119,1.79,0.03
2024-11-25,03:30:13,700501247195,700504432164,0.86,0.01
2024-11-25,03:34:23,700504396433,700505917498,1.56,0.02
