date,time,from,to,duration,cost
2024-11-22,00:00:53,700504058934,700506043898,1.58,0.02
2024-11-22,00:12:11,700505858383,700501986904,1.58,0.02
2024-11-22,00:12:34,700508935859,700509800318,1.37,0.02
2024-11-22,00:17:32,700505557266,700505993698,1.46,0.02
2024-11-22,00:19:31,700509873205,700509596207,1.48,0.02
2024-11-22,00:23:05,700504790718,700501458838,1.62,0.02
2024-11-22,00:24:53,700506089195,700509297755,3.68,0.06
2024-11-22,00:24:58,700501116822,700502139041,1.59,0.02
2024-11-22,00:28:02,700508904520,700509982356,1.46,0.02
2024-11-22,00:30:30,700504247971,700505008774,1.99,0.03
2024-11-22,00:33:50,700501316311,700504182536,1.05,0.02
2024-11-22,00:34:00,700507141476,700508220544,2.52,0.04
2024-11-22,00:45:56,700505241874,700508791934,1.69,0.03
2024-11-22,00:51:03,700503540840,700508859372,1.51,0.02
2024-11-22,00:52:28,700509473884,700503264334,1.44,0.02
2024-11-22,00:54:09,700507482894,700504253835,1.64,0.02
2024-11-22,00:54:26,700504143391,700502921201,2.21,0.03
2024-11-22,00:55:30,700502943118,700502572426,1.69,0.03
2024-11-22,00:55:35,700502622569,700505136565,1.76,0.03
2024-11-22,00:58:04,700506266762,700503573581,2.63,0.04
2024-11-22,01:01:59,700507992023,700509563123,1.30,0.02
2024-11-22,01:06:18,700504215383,700504489887,1.90,0.03
2024-11-22,01:06:43,700507736096,700506421701,1.89,0.03
2024-11-22,01:08:29,700503965510,700508101273,1.79,0.03
2024-11-22,01:21:31,700509752441,700509694682,0.91,0.01
2024-11-22,01:22:00,700506870726,700502811483,1.58,0.02
2024-11-22,01:24:06,700507234834,700505356873,1.52,0.02
2024-11-22,01:31:38,700508622716,700504578482,2.38,0.04
2024-11-22,01:36:51,700509331544,700506132683,2.12,0.03
2024-11-22,01:39:47,700501457910,700508390036,1.25,0.02
2024-11-22,01:46:05,700501446438,700503240233,2.05,0.03
2024-11-22,01:49:32,700507966609,700508022316,2.14,0.03
2024-11-22,01:52:33,700506224950,700507787626,1.44,0.02
2024-11-22,01:55:22,700508207259,700508932488,2.15,0.03
2024-11-22,01:57:47,700501279649,700502468562,2.37,0.04
2024-11-22,01:57:55,700503069165,700508280749,1.84,0.03
2024-11-22,02:03:13,700504496975,700504715414,2.08,0.03
2024-11-22,02:03:35,700507581623,700508730165,1.73,0.03
2024-11-22,02:06:35,700509360441,700507364853,1.90,0.03
2024-11-22,02:07:00,700509597043,700503710462,1.96,0.03
2024-11-22,02:08:02,700505799644,700509756317,1.30,0.02
2024-11-22,02:10:28,700507544166,700505003292,1.58,0.02
2024-11-22,02:11:25,700501079019,700503791561,1.35,0.02
2024-11-22,02:13:48,700506317350,700509259308,1.37,0.02
2024-11-22,02:27:04,700501674948,700501699000,1.80,0.03
2024-11-22,02:33:28,700508350971,700503545679,2.64,0.04
2024-11-22,02:34:02,700501815778,700503429547,1.78,0.03
2024-11-22,02:35:08,700509151570,700502966884,1.66,0.02
2024-11-22,02:38:11,700509989402,700504959722,0.83,0.01
2024-11-22,02:39:17,700506511392,700502081556,2.69,0.04
2024-11-22,02:45:00,700507795397,700505056932,2.59,0.04
2024-11-22,02:56:37,700502712174,700502769277,2.54,0.04
2024-11-22,03:02:21,700505009403,700506657997,2.09,0.03
2024-11-22,03:08:58,700503827039,700505904788,0.99,0.01
2024-11-22,03:11:40,700503052900,700502472324,1.17,0.02
2024-11-22,03:13:31,700501215199,700504809091,1.05,0.02
2024-11-22,03:15:11,700501017239,700507820844,1.56,0.02
2024-11-22,03:17:30,700503460571,700504793491,2.58,0.04
2024-11-22,03:19:15,700506894492,700502221462,1.40,0.02
2024-11-22,03:20:58,700501424908,700502458646,1.08,0.02
2024-11-22,03:22:48,700502586996,700507970768,1.89,0.03
2024-11-22,03:27:23,700506320009,700503153003,2.08,0.03
2024-11-22,03:28:24,700507624208,700502654618,1.94,0.03
2024-11-22,03:41:48,700509755786,700505299352,1.80,0.03
2024-11-22,03:42:23,700508455191,700504263466,2.35,0.04
2024-11-22,03:43:41,700506886517,700501213791,1.13,0.02
2024-11-22,03:45:20,700509571790,700501423121,3.17,0.05
2024-11-22,03:47:48,700502946756,700505481727,2.40,0.04
2024-11-22,03:48:41,700509919561,700507581144,1.75,0.03
2024-11-22,03:48:43,700509940012,700508362601,2.35,0.04
2024-11-22,03:54:40,700501410098,700508977104,1.06,0.02
2024-11-22,03:58:18,700504610378,700506303371,2.01,0.03
2024-11-22,04:03:00,700506094438,700504683181,1.59,0.02
2024-11-22,04:04:46,700508988856,700508046627,2.50,0.04
2024-11-22,04:16:29,700504127068,700506740385,1.32,0.02
2024-11-22,04:16:43,700502818704,700509100369,1.18,0.02
2024-11-22,04:19:06,700509524874,700504930175,1.39,0.02
2024-11-22,04:19:29,700502239873,700507603106,1.37,0.02
2024-11-22,04:24:26,700504691152,700502792721,1.83,0.03
2024-11-22,04:29:36,700501028069,700507744565,2.24,0.03
2024-11-22,04:30:32,700504807617,700501767140,2.39,0.04
2024-11-22,04:34:43,700505867120,700506511147,1.61,0.02
2024-11-22,04:38:02,700507950915,700504898243,1.31,0.02
2024-11-22,04:39:55,700503071744,700506246957,0.98,0.01
2024-11-22,04:40:49,700508696374,700503066361,1.19,0.02
2024-11-22,04:53:45,700509751431,700503368712,2.86,0.04
2024-11-22,04:57:55,700501981500,700502993959,1.95,0.03
2024-11-22,05:01:13,700502920610,700509296534,2.40,0.04
2024-11-22,05:05:30,700502382500,700504537503,1.38,0.02
2024-11-22,05:09:37,700504678515,700503168873,2.37,0.04
2024-11-22,05:15:34,700503178480,700508161035,1.58,0.02
2024-11-22,05:24:42,700505616572,700508816868,1.58,0.02
2024-11-22,05:26:04,700504610232,700509720664,1.93,0.03
2024-11-22,05:27:50,700503766503,700503050348,1.73,0.03
2024-11-22,05:29:46,700504661449,700506170207,1.40,0.02
2024-11-22,05:33:36,700502501300,700506138406,2.29,0.03
2024-11-22,05:43:09,700507680122,700501201483,1.39,0.02
2024-11-22,05:44:25,700503839895,700501380820,1.14,0.02
2024-11-22,05:46:03,700505546018,700506560111,1.50,0.02
2024-11-22,05:53:17,700507017317,700507318720,1.92,0.03
2024-11-22,05:55:17,700501820256,700509469805,1.98,0.03
2024-11-22,05:59:15,700506299336,700504276253,1.53,0.02
2024-11-22,06:00:20,700501335777,700507232373,1.75,0.03
2024-11-22,06:02:09,700509804489,700502323987,1.43,0.02
2024-11-22,06:04:08,700505302615,700504437205,1.78,0.03
2024-11-22,06:10:26,700501579471,700503855281,1.13,0.02
2024-11-22,06:11:57,700505203183,700501573740,0.87,0.01
2024-11-22,06:14:50,700508616386,700508908298,2.07,0.03
2024-11-22,06:16:17,700507598873,700506568283,0.85,0.01
2024-11-22,06:28:48,700505404675,700504576480,1.69,0.03
2024-11-22,06:30:19,700505705100,700506846033,2.17,0.03
2024-11-22,06:39:14,700505821927,700506871775,1.61,0.02
2024-11-22,06:42:13,700504086403,700501340524,2.68,0.04
2024-11-22,06:57:40,700508367121,700507683572,1.42,0.02
2024-11-22,06:59:14,700508377494,700509680032,1.56,0.02
2024-11-22,07:02:14,700501367154,700503023527,1.62,0.02
2024-11-22,07:03:51,700509880055,700508843227,2.43,0.04
2024-11-22,07:08:34,700506910111,700507449753,1.17,0.02
2024-11-22,07:11:05,700504837630,700505503842,1.26,0.02
2024-11-22,07:15:29,700502546965,700509217618,1.35,0.02
2024-11-22,07:18:04,700509927377,700509358590,2.50,0.04
2024-11-22,07:21:07,700501656857,700506737528,2.96,0.04
2024-11-22,07:29:54,700509092205,700504204516,3.00,0.04
2024-11-22,07:30:55,700507402928,700501172541,3.36,0.05
2024-11-22,07:39:13,700507630376,700505054464,2.43,0.04
2024-11-22,07:39:34,700503498765,700506123361,2.44,0.04
2024-11-22,07:40:54,700508572796,700509370572,1.88,0.03
2024-11-22,07:41:38,700506583541,700501288828,0.94,0.01
2024-11-22,07:47:24,700502303875,700507577642,2.31,0.03
2024-11-22,07:48:36,700508417450,700501790201,2.52,0.04
2024-11-22,07:56:37,700508022718,700504586012,1.36,0.02
2024-11-22,07:57:10,700508361565,700509249691,1.92,0.03
2024-11-22,07:58:23,700505186300,700507945166,2.27,0.03
2024-11-22,07:58:34,700507002416,700502979077,1.45,0.02
2024-11-22,07:58:56,700508571353,700503514242,1.55,0.02
2024-11-22,08:17:43,700508310942,700501203280,2.02,0.03
2024-11-22,08:31:52,700504806840,700509011253,2.10,0.03
2024-11-22,08:36:05,700504220052,700506043872,2.64,0.04
2024-11-22,08:37:24,700504400877,700501868277,1.03,0.02
2024-11-22,08:40:00,700502527318,700509249133,1.73,0.03
2024-11-22,08:53:31,700502305638,700508285632,1.24,0.02
2024-11-22,08:59:47,700505186292,700507174034,2.14,0.03
2024-11-22,09:01:58,700507801181,700508639927,1.65,0.02
2024-11-22,09:03:31,700502667390,700505444199,1.60,0.02
2024-11-22,09:10:29,700506570679,700506016699,1.38,0.02
2024-11-22,09:19:10,700501808508,700505172030,4.07,0.06
2024-11-22,09:19:27,700505600298,700505175423,2.12,0.03
2024-11-22,09:20:09,700505256416,700504005305,2.19,0.03
