date,time,from,to,duration,cost
2024-11-07,00:01:16,700504981697,700501662082,1.43,0.02
2024-11-07,00:13:15,700501150680,700508371090,1.36,0.02
2024-11-07,00:13:45,700507366840,700506095578,1.35,0.02
2024-11-07,00:21:50,700504793137,700502116784,2.61,0.04
2024-11-07,00:24:11,700501981022,700509909714,1.13,0.02
2024-11-07,00:25:33,700507940731,700503529557,2.11,0.03
2024-11-07,00:28:45,700503966516,700507339636,2.65,0.04
2024-11-07,00:30:32,700504054449,700503282245,3.32,0.05
2024-11-07,00:39:58,700503149715,700501596622,2.19,0.03
2024-11-07,00:45:41,700509177756,700506843849,1.66,0.02
2024-11-07,00:48:32,700504027031,700507790066,1.63,0.02
2024-11-07,01:06:34,700507473048,700502235584,3.13,0.05
2024-11-07,01:09:48,700509126892,700505120837,1.44,0.02
2024-11-07,01:22:33,700509204813,700507064176,1.16,0.02
2024-11-07,01:24:48,700506009299,700502210624,1.30,0.02
2024-11-07,01:25:27,700501006238,700503448772,1.59,0.02
2024-11-07,01:29:10,700504051720,700504389504,4.12,0.06
2024-11-07,01:44:45,700502353119,700505546971,1.37,0.02
2024-11-07,01:49:39,700508616994,700504509154,2.13,0.03
2024-11-07,01:54:40,700505153812,700507188520,1.57,0.02
2024-11-07,01:58:02,700501986706,700502907381,1.93,0.03
2024-11-07,01:59:59,700502961166,700504399103,0.98,0.01
2024-11-07,02:01:23,700507619638,700508097373,2.16,0.03
2024-11-07,02:07:00,700504489890,700501549496,1.35,0.02
2024-11-07,02:09:54,700506610331,700503564853,1.30,0.02
2024-11-07,02:11:17,700505239835,700509876757,1.86,0.03
2024-11-07,02:16:07,700504412717,700507575826,1.58,0.02
2024-11-07,02:19:34,700506328082,700505283452,1.40,0.02
2024-11-07,02:26:23,700509738481,700501688851,2.45,0.04
2024-11-07,02:29:06,700503088937,700509508546,1.42,0.02
2024-11-07,02:40:47,700508425451,700503504136,1.97,0.03
2024-11-07,02:48:00,700503720738,700504854610,2.84,0.04
2024-11-07,02:50:14,700508983885,700503910972,1.22,0.02
2024-11-07,02:50:22,700505385076,700505502029,1.53,0.02
2024-11-07,03:03:15,700506433237,700501690133,1.99,0.03
2024-11-07,03:13:13,700504883729,700507811274,1.85,0.03
2024-11-07,03:17:09,700507584653,700508518079,1.47,0.02
2024-11-07,03:34:25,700507795935,700505529426,2.04,0.03
2024-11-07,03:46:29,700509310414,700507499896,1.05,0.02
2024-11-07,03:48:38,700505407592,700507264270,2.47,0.04
2024-11-07,03:55:00,700501789748,700506532954,1.93,0.03
2024-11-07,04:02:09,700506056924,700504183316,3.15,0.05
2024-11-07,04:06:18,700502756297,700503240492,1.06,0.02
2024-11-07,04:07:50,700508694317,700502846208,3.14,0.05
2024-11-07,04:12:07,700509520943,700502982063,1.03,0.02
2024-11-07,04:19:26,700507316611,700503205156,1.52,0.02
2024-11-07,04:23:23,700507928066,700501453615,1.23,0.02
2024-11-07,04:26:49,700504883169,700503840381,1.60,0.02
2024-11-07,04:47:31,700504258783,700507950819,1.03,0.02
2024-11-07,04:47:36,700506743785,700509170154,1.11,0.02
2024-11-07,04:55:23,700506603103,700505719960,2.53,0.04
2024-11-07,04:56:48,700505413728,700504530948,1.60,0.02
2024-11-07,05:07:56,700506290836,700501698522,1.59,0.02
2024-11-07,05:08:26,700505619101,700503138627,1.76,0.03
2024-11-07,05:11:47,700509307824,700504665026,1.76,0.03
2024-11-07,05:11:49,700503362725,700502778076,1.36,0.02
2024-11-07,05:23:51,700508657621,700505889799,1.61,0.02
2024-11-07,05:33:50,700507430684,700504208662,2.85,0.04
2024-11-07,05:41:24,700503982112,700506768383,1.46,0.02
2024-11-07,05:50:06,700507993624,700508700363,2.50,0.04
2024-11-07,05:53:23,700509063975,700509469533,1.69,0.03
2024-11-07,05:56:12,700502689638,700504833044,1.38,0.02
2024-11-07,05:57:59,700502319676,700508706627,2.09,0.03
2024-11-07,06:05:21,700507049385,700501549354,1.36,0.02
2024-11-07,06:14:31,700503097135,700509239197,1.29,0.02
2024-11-07,06:16:05,700506924866,700501752395,2.58,0.04
2024-11-07,06:17:32,700502821153,700505878176,1.47,0.02
2024-11-07,06:22:07,700507230434,700506051968,1.33,0.02
2024-11-07,06:30:20,700505887584,700503814658,1.69,0.03
2024-11-07,06:35:08,700507167439,700501179339,1.84,0.03
2024-11-07,06:36:58,700506343984,700502823170,1.13,0.02
2024-11-07,06:40:41,700509711285,700504547916,1.89,0.03
2024-11-07,06:40:49,700507042622,700503931969,1.47,0.02
2024-11-07,06:41:59,700508031393,700508292674,3.01,0.05
2024-11-07,06:42:33,700504867601,700503004301,2.93,0.04
2024-11-07,06:49:13,700509232178,700501297471,2.26,0.03
2024-11-07,06:59:34,700505196789,700502862194,2.89,0.04
2024-11-07,07:01:52,700504169112,700505717942,1.93,0.03
2024-11-07,07:09:22,700509986042,700508793478,1.20,0.02
2024-11-07,07:15:00,700509898271,700501243737,1.59,0.02
2024-11-07,07:21:35,700505174462,700504324003,0.64,0.01
2024-11-07,07:21:50,700506662763,700507652350,3.05,0.05
2024-11-07,07:23:06,700503859558,700507603290,1.17,0.02
