date,time,from,to,duration,cost
2024-11-05,00:08:35,700504626200,700509744972,2.43,0.04
2024-11-05,00:10:00,700504852938,700508384321,2.19,0.03
2024-11-05,00:22:15,700507999692,700506186327,1.28,0.02
2024-11-05,00:24:53,700508408435,700509358098,0.96,0.01
2024-11-05,00:29:30,700502351463,700505591506,1.92,0.03
2024-11-05,00:40:13,700505035974,700509730685,2.86,0.04
2024-11-05,00:42:09,700506001303,700502591364,0.79,0.01
2024-11-05,00:53:11,700502622258,700505749470,1.05,0.02
2024-11-05,01:03:37,700509402677,700502199318,1.46,0.02
2024-11-05,01:09:53,700503776423,700502121632,1.43,0.02
2024-11-05,01:10:55,700505075773,700507910201,1.29,0.02
2024-11-05,01:18:54,700506888251,700503665772,2.97,0.04
2024-11-05,01:22:19,700501156528,700504987690,1.96,0.03
2024-11-05,01:25:53,700508597888,700509609706,1.48,0.02
2024-11-05,01:28:48,700501007922,700501720936,2.06,0.03
2024-11-05,01:46:56,700508880685,700508920075,1.74,0.03
2024-11-05,01:48:17,700507438352,700503106522,1.33,0.02
2024-11-05,01:53:32,700503171146,700503497980,1.89,0.03
2024-11-05,02:20:08,700505837146,700505087364,1.33,0.02
2024-11-05,02:20:33,700509514981,700506644648,1.89,0.03
2024-11-05,02:26:09,700501873327,700508774733,1.40,0.02
2024-11-05,02:44:42,700501670611,700506320147,1.70,0.03
2024-11-05,02:50:49,700507434264,700501804867,1.05,0.02
2024-11-05,03:00:58,700507827195,700501022129,3.12,0.05
2024-11-05,03:01:38,700505784402,700501599368,1.64,0.02
2024-11-05,03:02:36,700506899879,700505598554,1.39,0.02
2024-11-05,03:05:47,700505582504,700508628432,3.60,0.05
2024-11-05,03:08:43,700503233278,700509217367,1.85,0.03
2024-11-05,03:10:59,700502295282,700506767657,1.40,0.02
2024-11-05,03:17:47,700505294628,700508543482,1.74,0.03
2024-11-05,03:27:02,700501774094,700507060781,1.84,0.03
2024-11-05,03:29:20,700505506127,700501447103,1.29,0.02
2024-11-05,03:32:17,700502420839,700502797973,2.67,0.04
2024-11-05,03:48:08,700506968215,700502995020,1.49,0.02
2024-11-05,03:52:18,700503558452,700504510853,1.53,0.02
2024-11-05,03:55:54,700509270201,700505985537,1.39,0.02
2024-11-05,04:02:05,700504063205,700502155248,1.23,0.02
2024-11-05,04:05:32,700504780105,700505177316,1.60,0.02
2024-11-05,04:12:24,700508203798,700505510565,1.32,0.02
2024-11-05,04:16:27,700503840055,700505467536,1.90,0.03
2024-11-05,04:38:35,700503530191,700509999714,1.98,0.03
2024-11-05,04:38:46,700506003972,700503934075,0.66,0.01
2024-11-05,04:51:36,700504544907,700509882746,1.18,0.02
2024-11-05,04:53:36,700507576794,700509562868,1.57,0.02
2024-11-05,04:53:50,700501475096,700509511692,2.67,0.04
2024-11-05,05:00:19,700508098121,700502036688,2.98,0.04
2024-11-05,05:09:36,700502832983,700503239049,2.07,0.03
2024-11-05,05:13:29,700509113032,700508418028,1.05,0.02
2024-11-05,05:15:11,700509275879,700504022227,1.03,0.02
2024-11-05,05:20:03,700506069639,700506701911,1.67,0.03
2024-11-05,05:21:49,700504455504,700506895446,2.93,0.04
2024-11-05,05:22:05,700509968715,700507540853,2.20,0.03
2024-11-05,05:23:05,700503529431,700505447020,3.03,0.05
2024-11-05,05:24:39,700508735517,700502612183,1.96,0.03
2024-11-05,05:25:21,700505760828,700509140581,1.09,0.02
2024-11-05,05:28:09,700509092059,700501111570,1.41,0.02
2024-11-05,05:37:34,700503152001,700505527701,1.72,0.03
2024-11-05,05:38:34,700508668544,700501642385,1.02,0.02
2024-11-05,05:58:38,700508151154,700506743616,0.94,0.01
2024-11-05,06:06:54,700506685727,700507452025,1.54,0.02
2024-11-05,06:07:18,700501052099,700502694081,0.90,0.01
2024-11-05,06:14:45,700509175972,700505298761,2.23,0.03
2024-11-05,06:15:02,700503152037,700502338316,1.16,0.02
2024-11-05,06:26:18,700508654678,700502012782,1.52,0.02
2024-11-05,06:26:33,700503261765,700501704565,0.96,0.01
2024-11-05,06:28:02,700504509072,700507683521,1.34,0.02
2024-11-05,06:30:45,700504700171,700502643242,2.80,0.04
2024-11-05,06:36:49,700503484052,700505086715,2.17,0.03
2024-11-05,06:45:21,700503907696,700507086974,3.32,0.05
2024-11-05,06:46:18,700508849907,700502779600,2.09,0.03
2024-11-05,06:49:04,700508077955,700504733884,2.51,0.04
2024-11-05,06:49:53,700502310198,700505270935,1.94,0.03
2024-11-05,06:52:46,700502755517,700503190155,2.42,0.04
2024-11-05,06:58:38,700502132313,700503518933,2.10,0.03
2024-11-05,06:59:09,700507025031,700506966644,2.06,0.03
2024-11-05,07:03:41,700508524304,700501991194,2.10,0.03
2024-11-05,07:04:57,700504981200,700507884999,0.96,0.01
2024-11-05,07:10:53,700501680458,700505813159,1.96,0.03
2024-11-05,07:19:37,700509153091,700505120732,1.93,0.03
2024-11-05,07:20:20,700509396048,700503050408,1.81,0.03
2024-11-05,07:29:04,700505278414,700501582259,1.44,0.02
2024-11-05,07:35:21,700503199885,700502817817,1.34,0.02
2024-11-05,07:54:11,700503763856,700503685031,1.01,0.02
2024-11-05,07:55:19,700503990360,700503972974,1.09,0.02
2024-11-05,07:55:50,700504651881,700506392906,1.84,0.03
2024-11-05,07:55:54,700507350872,700509404183,0.97,0.01
2024-11-05,07:59:23,700504427510,700506558452,2.14,0.03
2024-11-05,08:00:36,700506068334,700503105293,1.44,0.02
2024-11-05,08:17:23,700502914104,700503379314,1.42,0.02
2024-11-05,08:30:27,700507218019,700504697030,1.20,0.02
2024-11-05,08:34:03,700501057000,700506352738,2.41,0.04
2024-11-05,08:37:25,700506971947,700506269601,3.43,0.05
2024-11-05,08:43:52,700509392736,700509594040,1.58,0.02
2024-11-05,08:52:14,700508581605,700503240051,1.54,0.02
2024-11-05,08:57:27,700508514899,700501615278,1.60,0.02
2024-11-05,09:05:53,700501303165,700503551640,2.43,0.04
2024-11-05,09:18:29,700503094787,700503621210,1.42,0.02
2024-11-05,09:24:57,700501660418,700503898871,1.34,0.02
2024-11-05,09:59:02,700508430888,700501043205,1.75,0.03
2024-11-05,10:00:55,700509496777,700509987188,2.50,0.04
2024-11-05,10:04:24,700502120376,700501268442,2.68,0.04
2024-11-05,10:06:07,700507321679,700506002005,1.82,0.03
2024-11-05,10:13:18,700504257954,700507568473,1.35,0.02
2024-11-05,10:13:47,700502148985,700506122637,2.61,0.04
2024-11-05,10:15:40,700506244908,700508989562,1.35,0.02
2024-11-05,10:27:01,700502028494,700503771803,2.31,0.03
2024-11-05,10:44:46,700505850146,700506201906,1.21,0.02
2024-11-05,10:45:06,700508951733,700509619819,1.49,0.02
2024-11-05,10:53:09,700509811462,700509090319,2.37,0.04
2024-11-05,10:56:38,700507617506,700501879610,2.57,0.04
2024-11-05,11:03:53,700508883190,700505646961,1.28,0.02
2024-11-05,11:11:08,700502784878,700506611253,1.64,0.02
