date,time,from,to,duration,cost
2024-11-03,00:00:43,700508165343,700507737940,2.71,0.04
2024-11-03,00:02:36,700501664722,700502335655,1.75,0.03
2024-11-03,00:05:11,700506966787,700501111672,2.68,0.04
2024-11-03,00:05:34,700506945701,700507868969,1.26,0.02
2024-11-03,00:07:44,700505518758,700504843215,1.86,0.03
2024-11-03,00:11:16,700505962237,700505946557,1.54,0.02
2024-11-03,00:12:44,700509172776,700508835225,2.31,0.03
2024-11-03,00:15:17,700509325507,700506171723,1.22,0.02
2024-11-03,00:21:38,700508752542,700501701889,2.12,0.03
2024-11-03,00:24:20,700504716594,700508291734,1.37,0.02
2024-11-03,00:26:25,700508342992,700505065736,1.65,0.02
2024-11-03,00:29:41,700506126033,700504050755,1.63,0.02
2024-11-03,00:33:26,700508535649,700502491168,1.37,0.02
2024-11-03,00:41:53,700506126084,700505525060,0.98,0.01
2024-11-03,00:42:37,700507464438,700508124342,2.27,0.03
2024-11-03,00:47:26,700505614786,700503564328,1.27,0.02
2024-11-03,00:49:30,700509961358,700503941797,0.71,0.01
2024-11-03,00:53:21,700507196164,700501620340,1.96,0.03
2024-11-03,00:59:42,700501284512,700509407186,0.99,0.01
2024-11-03,01:05:44,700504555523,700503721422,1.25,0.02
2024-11-03,01:05:44,700506920293,700507809195,1.36,0.02
2024-11-03,01:07:06,700506597939,700505120920,2.48,0.04
2024-11-03,01:11:07,700504065199,700508364225,2.67,0.04
2024-11-03,01:12:56,700509656219,700502770620,1.87,0.03
2024-11-03,01:14:18,700504175129,700509577797,1.22,0.02
2024-11-03,01:14:40,700507571046,700508951806,1.09,0.02
2024-11-03,01:18:04,700508884539,700506462734,1.92,0.03
2024-11-03,01:22:10,700506078723,700506601214,2.69,0.04
2024-11-03,01:25:33,700505791765,700501023846,1.72,0.03
2024-11-03,01:27:23,700509228453,700503116812,1.04,0.02
2024-11-03,01:30:12,700503219168,700507379898,1.18,0.02
2024-11-03,01:31:32,700508022030,700509321025,1.11,0.02
2024-11-03,01:32:49,700501875094,700502531253,2.20,0.03
2024-11-03,01:38:11,700504842692,700505876351,3.32,0.05
2024-11-03,01:44:59,700509964963,700503893694,1.21,0.02
2024-11-03,01:50:49,700509852621,700507741405,1.28,0.02
2024-11-03,01:52:22,700509020278,700509721593,1.25,0.02
2024-11-03,01:52:45,700507548864,700506746559,3.43,0.05
2024-11-03,01:54:27,700502617550,700502548031,1.99,0.03
2024-11-03,01:55:59,700503151064,700508445600,2.12,0.03
2024-11-03,01:57:00,700507856170,700502777545,3.11,0.05
2024-11-03,01:58:25,700506521268,700503432734,2.65,0.04
2024-11-03,02:01:21,700509503680,700501682808,2.04,0.03
2024-11-03,02:02:32,700505769454,700505597760,2.05,0.03
