date,time,from,to,duration,cost
2024-11-21,00:06:01,700505292346,700508550230,0.97,0.01
2024-11-21,00:20:54,700506905123,700509548636,0.96,0.01
2024-11-21,00:21:07,700504611309,700507405742,1.82,0.03
2024-11-21,00:21:46,700507117800,700508525640,1.41,0.02
2024-11-21,00:24:59,700502140940,700505673023,2.49,0.04
2024-11-21,00:27:04,700507864259,700505632515,1.98,0.03
2024-11-21,00:27:13,700505964482,700503402775,1.42,0.02
2024-11-21,00:35:45,700505688017,700506235404,1.35,0.02
2024-11-21,00:37:32,700506205573,700506537744,1.89,0.03
2024-11-21,00:37:35,700508640739,700505738194,1.49,0.02
2024-11-21,00:40:10,700501554669,700503092200,2.14,0.03
2024-11-21,00:46:32,700507514489,700503643288,1.74,0.03
2024-11-21,00:49:38,700503294979,700505232486,1.63,0.02
2024-11-21,00:53:14,700503823766,700509879643,2.62,0.04
2024-11-21,01:04:08,700505955631,700502645699,1.25,0.02
2024-11-21,01:16:08,700502585452,700507837921,1.03,0.02
2024-11-21,01:18:08,700509853032,700503400508,2.33,0.04
2024-11-21,01:25:09,700509016584,700509987775,1.55,0.02
2024-11-21,01:30:17,700508699598,700508504507,1.87,0.03
2024-11-21,01:33:01,700501150530,700502350342,2.82,0.04
2024-11-21,01:50:47,700509335948,700506154404,1.04,0.02
2024-11-21,01:54:54,700508424326,700501805325,1.78,0.03
2024-11-21,01:55:22,700506921594,700502977094,1.74,0.03
2024-11-21,01:58:02,700507382131,700505497386,0.70,0.01
2024-11-21,02:17:12,700508033548,700501446443,1.50,0.02
2024-11-21,02:20:07,700506002967,700503889054,2.14,0.03
2024-11-21,02:20:52,700507626635,700503162154,1.89,0.03
2024-11-21,02:24:59,700509651380,700505131724,1.33,0.02
2024-11-21,02:29:38,700509446810,700501693322,1.22,0.02
2024-11-21,02:30:41,700502670064,700506245378,1.17,0.02
2024-11-21,02:30:51,700505705603,700507608241,1.30,0.02
2024-11-21,02:33:07,700504467555,700504935614,2.27,0.03
2024-11-21,02:34:26,700506787760,700506450476,1.89,0.03
2024-11-21,02:37:09,700508062659,700502010432,1.36,0.02
2024-11-21,02:41:37,700501090090,700502611083,1.37,0.02
2024-11-21,02:57:16,700504312373,700502452977,1.81,0.03
2024-11-21,02:57:35,700503307378,700508277766,1.82,0.03
2024-11-21,02:57:46,700501952352,700507063578,1.59,0.02
2024-11-21,03:06:46,700504273073,700509041401,1.42,0.02
2024-11-21,03:07:54,700504354621,700503843579,1.27,0.02
2024-11-21,03:09:21,700502828090,700504086067,1.70,0.03
2024-11-21,03:17:30,700504621245,700505519400,2.69,0.04
2024-11-21,03:19:19,700509701625,700507570178,2.08,0.03
2024-11-21,03:25:08,700501553005,700505733289,1.75,0.03
2024-11-21,03:27:28,700502739591,700501503968,1.70,0.03
2024-11-21,03:35:25,700504914618,700503395884,2.53,0.04
2024-11-21,03:35:27,700503002248,700505654614,1.90,0.03
2024-11-21,03:36:27,700505229565,700509416377,1.17,0.02
2024-11-21,03:42:23,700508999774,700504382046,0.97,0.01
2024-11-21,03:52:57,700502247903,700509180070,2.38,0.04
2024-11-21,03:54:33,700503835902,700503068004,2.48,0.04
2024-11-21,03:56:43,700504430369,700504884347,1.82,0.03
2024-11-21,03:57:26,700506255071,700508413162,1.71,0.03
2024-11-21,04:04:20,700507995432,700501722914,1.67,0.03
2024-11-21,04:10:15,700509373407,700508966681,0.96,0.01
2024-11-21,04:13:42,700505238260,700505207637,2.83,0.04
2024-11-21,04:16:36,700507509026,700503932656,1.66,0.02
2024-11-21,04:35:11,700505179078,700508241282,0.52,0.01
2024-11-21,04:38:36,700502691551,700507356019,2.06,0.03
2024-11-21,04:41:04,700506181463,700505529637,1.96,0.03
2024-11-21,04:41:33,700504864070,700504151401,1.38,0.02
2024-11-21,04:43:25,700509668811,700508465133,1.28,0.02
2024-11-21,04:44:46,700506204511,700506655479,1.85,0.03
2024-11-21,04:47:15,700507979158,700508680899,1.02,0.02
2024-11-21,04:47:25,700508215026,700507630522,1.74,0.03
2024-11-21,04:47:48,700504534097,700509516846,1.53,0.02
2024-11-21,04:53:08,700507251940,700508934729,1.16,0.02
2024-11-21,04:54:18,700508756128,700502808101,2.02,0.03
2024-11-21,04:57:36,700509887421,700503783436,1.25,0.02
2024-11-21,05:05:02,700501698594,700502538494,1.58,0.02
2024-11-21,05:06:17,700508443895,700508208752,1.37,0.02
2024-11-21,05:15:19,700508725725,700509329636,2.18,0.03
2024-11-21,05:17:27,700506414330,700505953213,3.06,0.05
2024-11-21,05:20:44,700503598365,700503555903,1.73,0.03
2024-11-21,05:23:29,700506525632,700509751139,1.12,0.02
2024-11-21,05:23:37,700504780322,700508437862,1.40,0.02
2024-11-21,05:31:18,700507860021,700506302790,1.24,0.02
2024-11-21,05:37:43,700509889493,700508816977,2.03,0.03
2024-11-21,05:38:08,700504396325,700503860473,1.88,0.03
2024-11-21,05:40:32,700508559298,700501790661,2.29,0.03
2024-11-21,05:42:27,700502727181,700507337546,1.65,0.02
2024-11-21,05:45:36,700507408710,700505682105,2.32,0.03
2024-11-21,05:48:40,700501692064,700504630743,0.73,0.01
2024-11-21,05:52:37,700505167966,700504137209,1.46,0.02
2024-11-21,05:53:10,700504190585,700508432392,2.31,0.03
2024-11-21,05:54:18,700506689261,700505399310,1.40,0.02
2024-11-21,05:54:27,700502691035,700509466175,3.16,0.05
2024-11-21,05:57:34,700508919308,700502804561,1.43,0.02
2024-11-21,05:58:50,700501381726,700505229341,2.97,0.04
2024-11-21,05:59:30,700507532393,700506708997,2.21,0.03
2024-11-21,06:00:18,700503386956,700501271120,0.94,0.01
2024-11-21,06:00:21,700505394336,700503826197,2.45,0.04
2024-11-21,06:02:13,700503010353,700507953923,3.37,0.05
2024-11-21,06:04:12,700506666631,700508428026,2.59,0.04
2024-11-21,06:07:28,700509940773,700503060213,1.78,0.03
2024-11-21,06:08:06,700506275225,700501309895,2.04,0.03
2024-11-21,06:08:34,700504735793,700509352457,2.17,0.03
2024-11-21,06:16:38,700504531130,700504892535,1.99,0.03
2024-11-21,06:29:43,700503704023,700507284770,1.63,0.02
2024-11-21,06:34:41,700508916774,700506444217,1.38,0.02
2024-11-21,06:34:44,700507708216,700509048386,1.50,0.02
2024-11-21,06:36:22,700502453174,700507363797,2.04,0.03
2024-11-21,06:39:09,700504521276,700501750065,1.18,0.02
2024-11-21,06:49:18,700509473410,700509075927,2.23,0.03
2024-11-21,07:06:58,700502169110,700505904012,2.05,0.03
2024-11-21,07:07:16,700507075967,700509442043,0.87,0.01
2024-11-21,07:14:40,700507877759,700505268247,1.98,0.03
2024-11-21,07:18:31,700507555951,700507827642,1.91,0.03
2024-11-21,07:22:58,700504293603,700508186387,1.60,0.02
