date,time,from,to,duration,cost
2024-11-17,00:11:30,700504067095,700509486794,2.52,0.04
2024-11-17,00:20:20,700508837242,700508717797,1.90,0.03
2024-11-17,00:22:55,700502323256,700506860733,2.05,0.03
2024-11-17,00:23:55,700503038067,700503682875,1.75,0.03
2024-11-17,00:25:39,700508259586,700503016146,1.32,0.02
2024-11-17,00:31:40,700506987461,700509005664,1.01,0.02
2024-11-17,00:35:39,700501956659,700506999530,2.26,0.03
2024-11-17,00:37:18,700501832039,700504177437,1.09,0.02
2024-11-17,00:39:59,700501963256,700508347378,3.53,0.05
2024-11-17,00:46:06,700502932220,700509551375,1.49,0.02
2024-11-17,00:48:56,700507979760,700505770985,0.86,0.01
2024-11-17,00:49:08,700501029355,700503020977,3.18,0.05
2024-11-17,00:49:45,700503496174,700505808601,1.03,0.02
2024-11-17,00:49:45,700508538644,700501062854,2.11,0.03
2024-11-17,00:57:17,700504665351,700507534239,1.58,0.02
2024-11-17,00:57:20,700501411377,700504328223,2.05,0.03
2024-11-17,00:58:26,700503030938,700506475460,2.02,0.03
2024-11-17,00:58:45,700506433532,700507918827,2.95,0.04
2024-11-17,01:07:19,700501147551,700507593678,1.25,0.02
2024-11-17,01:09:23,700508330662,700503886568,1.30,0.02
2024-11-17,01:09:58,700505127726,700506890224,1.86,0.03
2024-11-17,01:11:09,700501660739,700503521987,1.90,0.03
2024-11-17,01:15:15,700508864019,700503289821,1.88,0.03
2024-11-17,01:15:40,700508982796,700501904502,1.10,0.02
2024-11-17,01:17:31,700501994990,700508284000,0.88,0.01
2024-11-17,01:18:10,700507841617,700502470675,2.97,0.04
2024-11-17,01:26:06,700501144396,700505475866,1.04,0.02
2024-11-17,01:34:57,700506050273,700501124689,2.53,0.04
2024-11-17,01:46:43,700505003934,700507267907,2.95,0.04
2024-11-17,01:53:10,700507035541,700508747169,1.01,0.02
2024-11-17,01:53:38,700507977861,700502416332,1.72,0.03
2024-11-17,01:56:08,700509479553,700505617107,2.35,0.04
2024-11-17,02:03:50,700502813723,700506485085,1.26,0.02
2024-11-17,02:04:21,700501769072,700507387086,1.21,0.02
2024-11-17,02:04:33,700503597342,700501834926,1.28,0.02
2024-11-17,02:05:23,700504503890,700502303569,1.65,0.02
2024-11-17,02:12:13,700502734689,700502406599,1.11,0.02
2024-11-17,02:13:54,700507994240,700505838286,1.86,0.03
2024-11-17,02:16:43,700506982191,700506587365,1.10,0.02
2024-11-17,02:18:02,700501811037,700501826991,1.06,0.02
2024-11-17,02:24:20,700508217257,700506644008,1.22,0.02
2024-11-17,02:24:36,700504463157,700502510751,1.81,0.03
2024-11-17,02:30:40,700509368240,700503357224,2.17,0.03
2024-11-17,02:31:04,700509665620,700504863794,0.99,0.01
2024-11-17,02:45:48,700501367182,700505120291,1.07,0.02
2024-11-17,02:51:41,700505862491,700506132724,2.46,0.04
2024-11-17,02:52:02,700509645719,700503117019,2.55,0.04
2024-11-17,02:55:45,700506471770,700509308987,1.73,0.03
2024-11-17,02:56:48,700504597103,700506040621,3.08,0.05
2024-11-17,02:57:00,700507794046,700508373005,1.20,0.02
2024-11-17,02:59:16,700506536708,700503680998,1.36,0.02
2024-11-17,03:00:20,700502167555,700501804388,1.10,0.02
2024-11-17,03:01:43,700503968257,700503383788,1.15,0.02
2024-11-17,03:02:27,700504755224,700502787902,2.01,0.03
2024-11-17,03:03:33,700507115326,700506784081,1.39,0.02
2024-11-17,03:08:55,700502772365,700505748510,2.39,0.04
2024-11-17,03:09:49,700507866701,700508215607,2.68,0.04
2024-11-17,03:11:58,700502390631,700509895173,2.00,0.03
2024-11-17,03:14:57,700506853651,700509014400,2.53,0.04
2024-11-17,03:15:30,700501483591,700507945832,1.41,0.02
2024-11-17,03:18:42,700503538121,700508575555,2.83,0.04
2024-11-17,03:25:24,700509363469,700509974441,2.28,0.03
2024-11-17,03:28:39,700506511167,700504369723,0.85,0.01
