date,time,from,to,duration,cost
2024-11-14,00:19:28,700501878836,700508398847,2.27,0.03
2024-11-14,00:19:43,700503540495,700506725267,1.98,0.03
2024-11-14,00:22:08,700505882795,700504657495,1.71,0.03
2024-11-14,00:22:19,700506067989,700507086920,0.79,0.01
2024-11-14,00:32:41,700503834837,700508549015,2.02,0.03
2024-11-14,00:40:05,700504506364,700504108976,1.69,0.03
2024-11-14,00:41:57,700507976759,700503224717,2.00,0.03
2024-11-14,00:42:16,700502759690,700509537499,1.29,0.02
2024-11-14,00:44:51,700506163201,700503171949,1.13,0.02
2024-11-14,00:45:43,700509385784,700504985470,0.95,0.01
2024-11-14,00:48:25,700504971740,700507389636,3.17,0.05
2024-11-14,00:53:48,700504455128,700505066656,1.49,0.02
2024-11-14,01:00:59,700509107862,700507171258,2.62,0.04
2024-11-14,01:10:27,700508512969,700504224282,2.72,0.04
2024-11-14,01:22:07,700501153683,700507969495,2.17,0.03
2024-11-14,01:27:42,700502809720,700502254583,2.50,0.04
2024-11-14,01:28:52,700503984292,700503852379,1.22,0.02
2024-11-14,01:35:20,700507608651,700505764237,0.82,0.01
2024-11-14,01:37:41,700506498824,700507036550,2.05,0.03
2024-11-14,01:44:46,700507506600,700505042255,1.88,0.03
2024-11-14,01:50:14,700503458718,700507064659,1.35,0.02
2024-11-14,01:53:33,700506081702,700506209536,1.22,0.02
2024-11-14,01:57:59,700506060004,700508235295,1.44,0.02
2024-11-14,02:11:15,700502681096,700502039153,2.21,0.03
2024-11-14,02:18:02,700504477991,700509184520,1.88,0.03
2024-11-14,02:18:27,700504840118,700509159254,2.32,0.03
2024-11-14,02:22:13,700506332570,700506936890,1.09,0.02
2024-11-14,02:23:10,700509580796,700508404281,1.14,0.02
2024-11-14,02:25:40,700501444802,700505820017,2.25,0.03
2024-11-14,02:29:09,700501216327,700505349789,1.54,0.02
2024-11-14,02:37:24,700509069496,700507397791,1.04,0.02
2024-11-14,02:44:37,700502343664,700509031956,2.99,0.04
2024-11-14,02:47:30,700503037154,700507892502,2.36,0.04
2024-11-14,02:51:22,700501753571,700507128921,1.52,0.02
2024-11-14,03:04:20,700504457915,700502107474,2.40,0.04
2024-11-14,03:10:53,700508212817,700507354657,2.16,0.03
2024-11-14,03:18:03,700507815456,700504700151,1.43,0.02
2024-11-14,03:31:10,700501237773,700501669801,1.66,0.02
2024-11-14,03:33:14,700503525087,700503316238,2.71,0.04
2024-11-14,03:33:20,700505318905,700508874629,1.76,0.03
2024-11-14,03:35:39,700504823501,700502808123,1.60,0.02
2024-11-14,03:58:02,700504337027,700507559046,1.95,0.03
2024-11-14,04:04:34,700506877854,700501201128,3.16,0.05
2024-11-14,04:06:20,700509176451,700507563940,1.00,0.01
2024-11-14,04:08:51,700509625236,700508594547,1.16,0.02
2024-11-14,04:22:14,700501934964,700506205234,1.94,0.03
2024-11-14,04:42:53,700508655857,700501906165,1.06,0.02
2024-11-14,04:48:54,700506292487,700501567955,1.94,0.03
2024-11-14,04:53:22,700509731005,700502412038,1.74,0.03
2024-11-14,04:57:08,700506105209,700509474979,1.11,0.02
2024-11-14,05:12:50,700505747360,700509669646,2.45,0.04
2024-11-14,05:15:35,700503438520,700505675057,1.49,0.02
2024-11-14,05:23:21,700503855893,700501162139,2.67,0.04
2024-11-14,05:27:51,700508323235,700501740555,1.18,0.02
2024-11-14,05:33:23,700505451282,700505466303,2.17,0.03
2024-11-14,05:35:16,700504956425,700505108081,1.80,0.03
2024-11-14,05:42:54,700508645417,700501894881,1.76,0.03
2024-11-14,05:45:16,700505123857,700503182950,1.51,0.02
2024-11-14,05:46:28,700507310893,700508117821,2.78,0.04
2024-11-14,05:50:51,700504738285,700509349999,1.67,0.03
2024-11-14,05:57:23,700505211446,700504259421,2.48,0.04
2024-11-14,05:58:35,700507080977,700505062522,1.93,0.03
2024-11-14,06:03:23,700504718728,700501834317,1.64,0.02
2024-11-14,06:21:47,700502919739,700504595695,1.02,0.02
2024-11-14,06:29:27,700507996815,700501833450,2.24,0.03
2024-11-14,06:43:06,700505321888,700509388205,1.40,0.02
2024-11-14,06:44:21,700501720254,700506191419,2.92,0.04
2024-11-14,06:52:40,700502392659,700508390898,3.09,0.05
2024-11-14,07:08:47,700504358940,700508304143,2.25,0.03
2024-11-14,07:12:50,700504332052,700501235216,1.37,0.02
2024-11-14,07:15:33,700503647443,700509391058,1.34,0.02
2024-11-14,07:18:15,700506368866,700504311439,1.38,0.02
2024-11-14,07:24:51,700506359333,700503291101,0.66,0.01
2024-11-14,07:39:18,700502489393,700501972791,1.70,0.03
2024-11-14,07:41:17,700508717771,700504884937,1.62,0.02
2024-11-14,07:50:45,700504629562,700508778540,1.71,0.03
2024-11-14,07:58:46,700503799615,700504374163,2.05,0.03
2024-11-14,07:59:01,700509705324,700503250650,1.44,0.02
2024-11-14,08:05:44,700503460472,700509721169,1.03,0.02
2024-11-14,08:15:30,700505508454,700502529740,1.40,0.02
2024-11-14,08:23:42,700507473805,700506391748,2.09,0.03
2024-11-14,08:27:54,700508107142,700509914723,2.39,0.04
2024-11-14,08:41:12,700509328191,700509722564,2.03,0.03
2024-11-14,08:46:11,700504082874,700504498053,3.19,0.05
2024-11-14,08:53:23,700502864679,700503732509,3.14,0.05
2024-11-14,09:03:57,700503225690,700507952508,1.23,0.02
2024-11-14,09:04:54,700505283051,700506197513,1.60,0.02
2024-11-14,09:09:56,700503649765,700506083680,1.92,0.03
2024-11-14,09:10:48,700503665751,700508047503,2.56,0.04
2024-11-14,09:11:34,700503108711,700501372782,1.57,0.02
2024-11-14,09:14:40,700509619480,700505970310,2.10,0.03
2024-11-14,09:16:55,700509761819,700506632357,1.95,0.03
2024-11-14,09:19:32,700505375379,700506015048,2.81,0.04
2024-11-14,09:29:47,700506368553,700507043797,0.99,0.01
2024-11-14,09:30:28,700509279238,700509339881,1.66,0.02
2024-11-14,09:30:43,700503536075,700509223884,1.49,0.02
2024-11-14,09:33:11,700501744290,700507596110,0.94,0.01
2024-11-14,09:41:09,700502891497,700509206715,1.02,0.02
2024-11-14,09:45:07,700501114183,700501537771,2.32,0.03
2024-11-14,09:47:53,700504096823,700504271984,1.39,0.02
2024-11-14,09:48:07,700502122066,700502249196,1.91,0.03
2024-11-14,09:59:49,700506180799,700506656855,1.14,0.02
2024-11-14,10:02:23,700505426673,700505681689,1.31,0.02
2024-11-14,10:07:25,700507956774,700501705709,1.62,0.02
2024-11-14,10:11:34,700502461899,700506160384,1.62,0.02
