date,time,from,to,duration,cost
2024-11-30,00:00:39,700505856766,700508212616,1.84,0.03
2024-11-30,00:08:02,700503206114,700503048296,1.96,0.03
2024-11-30,00:10:16,700508243888,700505460271,1.50,0.02
2024-11-30,00:20:18,700502641289,700503998916,1.46,0.02
2024-11-30,00:27:01,700507123182,700502907208,2.16,0.03
2024-11-30,00:29:02,700504076803,700509124308,0.97,0.01
2024-11-30,00:31:33,700501989411,700502699918,2.46,0.04
2024-11-30,00:45:22,700507839433,700508067186,1.41,0.02
2024-11-30,00:51:09,700504321741,700503659717,1.43,0.02
2024-11-30,01:00:09,700506570213,700502321011,1.74,0.03
2024-11-30,01:03:08,700504548430,700508041203,1.72,0.03
2024-11-30,01:11:16,700509360142,700501277155,1.05,0.02
2024-11-30,01:19:36,700505399808,700505875236,1.79,0.03
2024-11-30,01:21:47,700502240809,700506978300,1.16,0.02
2024-11-30,01:21:55,700509716451,700507579619,1.58,0.02
2024-11-30,01:29:33,700508518814,700508728347,1.81,0.03
2024-11-30,01:29:33,700508761551,700507564635,1.21,0.02
2024-11-30,01:47:49,700507814005,700505175749,1.66,0.02
2024-11-30,02:04:23,700504671166,700509270011,2.93,0.04
2024-11-30,02:06:54,700503604567,700506149032,1.12,0.02
2024-11-30,02:21:45,700501861279,700505288966,3.05,0.05
2024-11-30,02:26:04,700504857185,700501209182,1.45,0.02
2024-11-30,02:27:45,700504631377,700505883096,2.16,0.03
2024-11-30,02:29:45,700508282258,700507178590,1.03,0.02
2024-11-30,02:36:22,700501846788,700507691140,1.63,0.02
2024-11-30,02:37:43,700504178058,700503558647,0.75,0.01
2024-11-30,02:49:55,700505777524,700504334095,2.02,0.03
2024-11-30,02:50:09,700508491577,700506045274,2.25,0.03
2024-11-30,03:14:54,700501020143,700509447488,2.07,0.03
2024-11-30,03:22:45,700507182628,700503912777,3.21,0.05
2024-11-30,03:33:05,700509805406,700503769370,1.90,0.03
2024-11-30,03:33:37,700508902677,700501684742,1.89,0.03
2024-11-30,03:35:50,700503069271,700508308742,1.28,0.02
2024-11-30,03:36:47,700502395767,700504636005,2.54,0.04
2024-11-30,03:38:29,700507851432,700507003330,2.93,0.04
2024-11-30,03:54:15,700508128798,700507053792,3.88,0.06
2024-11-30,03:55:28,700501822450,700506843031,1.15,0.02
2024-11-30,03:57:18,700506434549,700504082101,2.06,0.03
2024-11-30,04:00:40,700509963384,700504471955,1.51,0.02
2024-11-30,04:03:36,700506320503,700502310732,1.12,0.02
2024-11-30,04:03:58,700502003092,700503599391,2.40,0.04
2024-11-30,04:04:23,700509570609,700501168249,2.00,0.03
2024-11-30,04:05:51,700506007143,700507389104,1.42,0.02
2024-11-30,04:12:34,700502840251,700503912382,1.05,0.02
2024-11-30,04:14:31,700509958808,700506539177,0.57,0.01
2024-11-30,04:18:34,700501700255,700505064280,1.75,0.03
2024-11-30,04:20:23,700507227514,700507606122,2.30,0.03
