date,time,from,to,duration,cost
2024-11-24,00:09:25,700507222497,700506744281,1.06,0.02
2024-11-24,00:10:35,700502289278,700505821712,2.02,0.03
2024-11-24,00:13:43,700504992510,700508969378,2.36,0.04
2024-11-24,00:16:11,700507431869,700508256252,3.11,0.05
2024-11-24,00:25:57,700503916020,700505526737,1.02,0.02
2024-11-24,00:34:43,700502749780,700501620677,1.87,0.03
2024-11-24,00:57:00,700502956241,700504607827,1.55,0.02
2024-11-24,00:59:04,700509032294,700503709794,1.49,0.02
2024-11-24,00:59:14,700509758976,700508686994,1.86,0.03
2024-11-24,01:00:17,700507886859,700506172892,1.26,0.02
2024-11-24,01:09:04,700509688170,700506749417,1.87,0.03
2024-11-24,01:15:55,700506159443,700508442268,2.27,0.03
2024-11-24,01:18:26,700502188019,700502787320,1.68,0.03
2024-11-24,01:19:10,700505029451,700508062095,1.50,0.02
2024-11-24,01:26:49,700502375681,700504120207,1.83,0.03
2024-11-24,01:26:57,700506218884,700504355158,1.95,0.03
2024-11-24,01:28:34,700502428130,700502820007,1.69,0.03
2024-11-24,01:32:26,700508709128,700501548648,1.49,0.02
2024-11-24,01:36:42,700507176023,700507698683,2.89,0.04
2024-11-24,01:38:22,700508361692,700505101677,1.45,0.02
2024-11-24,01:47:04,700502440313,700504915521,1.58,0.02
2024-11-24,01:49:38,700501018688,700507986170,2.36,0.04
2024-11-24,01:49:58,700501563974,700504856091,1.45,0.02
2024-11-24,01:50:34,700505940615,700508838843,0.99,0.01
2024-11-24,01:55:36,700506780759,700509626571,1.45,0.02
2024-11-24,01:56:55,700503955094,700501784919,2.92,0.04
2024-11-24,02:27:53,700506757105,700503953537,1.96,0.03
2024-11-24,02:29:50,700509315871,700508691454,1.39,0.02
2024-11-24,02:30:41,700501008653,700504179625,1.40,0.02
2024-11-24,02:33:12,700509363596,700502777198,2.18,0.03
2024-11-24,02:47:47,700503108983,700503811951,2.39,0.04
2024-11-24,03:06:45,700503928191,700506600256,1.47,0.02
2024-11-24,03:16:24,700508597807,700506414263,2.45,0.04
2024-11-24,03:20:23,700507292993,700506111941,1.45,0.02
2024-11-24,03:36:55,700502186647,700505308974,1.94,0.03
2024-11-24,03:39:43,700502456574,700501657066,2.19,0.03
2024-11-24,03:40:49,700505033871,700509252433,1.39,0.02
2024-11-24,03:40:50,700509020000,700504509080,1.98,0.03
2024-11-24,03:49:39,700502301384,700503585167,1.96,0.03
2024-11-24,03:51:21,700507342519,700507863089,1.72,0.03
2024-11-24,04:03:09,700501768928,700505928543,3.08,0.05
2024-11-24,04:04:21,700505416587,700501426523,2.33,0.03
2024-11-24,04:08:48,700505556141,700503794719,1.91,0.03
2024-11-24,04:10:34,700504758438,700507496249,1.32,0.02
2024-11-24,04:19:46,700504661593,700501995446,2.91,0.04
2024-11-24,04:27:04,700502001849,700507862766,1.97,0.03
2024-11-24,04:46:55,700506748410,700506724498,1.96,0.03
2024-11-24,04:50:39,700501064740,700501008227,1.07,0.02
2024-11-24,04:52:52,700507441787,700507903676,1.51,0.02
2024-11-24,05:18:46,700502544455,700508527624,1.75,0.03
2024-11-24,05:19:52,700501893736,700507465875,1.76,0.03
2024-11-24,05:24:55,700508575617,700501494154,0.96,0.01
2024-11-24,05:36:13,700502844770,700505615991,2.07,0.03
2024-11-24,05:37:44,700509151121,700505097662,1.40,0.02
2024-11-24,05:42:49,700502882417,700501936608,1.21,0.02
2024-11-24,05:50:30,700506646829,700501802532,1.30,0.02
2024-11-24,06:07:03,700509830367,700507753110,1.63,0.02
2024-11-24,06:07:04,700502172742,700504605985,1.64,0.02
2024-11-24,06:14:34,700505823020,700501757408,0.86,0.01
2024-11-24,06:18:07,700507683451,700507837981,1.91,0.03
2024-11-24,06:22:56,700502378874,700505766662,1.92,0.03
2024-11-24,06:35:38,700504110082,700504627317,1.05,0.02
2024-11-24,06:38:12,700507014318,700501180588,2.36,0.04
2024-11-24,06:44:22,700504725635,700504337509,2.09,0.03
2024-11-24,06:45:42,700504949751,700508888431,1.35,0.02
2024-11-24,07:08:19,700504259587,700501720237,2.23,0.03
2024-11-24,07:21:23,700509147401,700505746801,3.28,0.05
2024-11-24,07:27:39,700501255585,700503862400,1.38,0.02
2024-11-24,07:30:27,700502404353,700507183334,1.68,0.03
2024-11-24,08:21:46,700509476894,700502256315,1.18,0.02
2024-11-24,08:31:59,700504306310,700506261164,1.47,0.02
2024-11-24,08:38:03,700506526379,700503294404,1.44,0.02
2024-11-24,08:43:35,700501016125,700503590754,1.32,0.02
2024-11-24,08:44:36,700508262433,700502851467,1.94,0.03
2024-11-24,08:47:21,700507778210,700503469964,1.68,0.03
2024-11-24,08:47:35,700502547839,700502745995,1.88,0.03
2024-11-24,08:58:45,700504065080,700506370487,1.41,0.02
2024-11-24,09:19:06,700507088490,700504386540,2.03,0.03
2024-11-24,09:19:49,700503737596,700503911980,1.97,0.03
2024-11-24,09:29:38,700501011175,700504780352,1.50,0.02
2024-11-24,09:32:38,700504088762,700509734945,1.22,0.02
2024-11-24,09:42:33,700507646337,700508789631,1.48,0.02
2024-11-24,09:44:16,700507680387,700508577150,1.04,0.02
2024-11-24,09:44:30,700501328366,700508660337,1.65,0.02
2024-11-24,09:51:36,700505476378,700508692408,1.61,0.02
2024-11-24,09:52:20,700507084539,700505355892,1.68,0.03
2024-11-24,10:17:35,700508243640,700506883552,2.30,0.03
2024-11-24,10:29:35,700501282150,700509282824,1.29,0.02
2024-11-24,10:30:09,700505878808,700502942164,2.80,0.04
2024-11-24,10:32:43,700505544468,700508942341,1.03,0.02
2024-11-24,10:36:51,700506960177,700501237775,1.57,0.02
2024-11-24,10:37:24,700504320934,700501091936,1.41,0.02
2024-11-24,10:38:30,700503551697,700509110765,1.75,0.03
2024-11-24,10:41:27,700507551435,700508199323,2.17,0.03
2024-11-24,10:46:42,700508533959,700506441919,2.12,0.03
2024-11-24,10:52:59,700508876616,700506226781,1.76,0.03
2024-11-24,11:02:36,700504535350,700501799167,1.90,0.03
2024-11-24,11:04:14,700506951771,700504007977,1.12,0.02
2024-11-24,11:12:18,700506427508,700502469984,1.24,0.02
2024-11-24,11:17:31,700509960769,700504458299,1.92,0.03
2024-11-24,11:18:52,700508156336,700502957973,1.81,0.03
2024-11-24,11:18:57,700501889971,700502673446,0.81,0.01
2024-11-24,11:44:24,700508314548,700504425567,1.00,0.01
2024-11-24,12:00:56,700505697997,700505553198,1.48,0.02
2024-11-24,12:02:15,700505995353,700506027701,2.26,0.03
2024-11-24,12:08:26,700507671888,700508551514,1.95,0.03
2024-11-24,12:16:53,700504221872,700504708013,1.58,0.02
